uniprotid,status,has_both,xray_count,em_count,xray_pdbs,em_pdbs
Q2FXQ0,OK,True,7,22,"4WCE, 4WF9, 4WFA, 4WFB, 5HKV, 5HL7, 5NRG","5LI0, 5ND8, 5ND9, 5TCU, 6DDD, 6DDG, 6HMA, 6SJ6, 6WQN, 6WQQ"
Q2FUQ0,OK,True,7,20,"4WCE, 4WF9, 4WFA, 4WFB, 5HKV, 5HL7, 5NRG","5LI0, 5ND8, 5ND9, 5TCU, 6HMA, 6SJ6, 6WQN, 6WQQ, 6WRS, 6WRU"
P0A0G2,OK,True,7,22,"4WCE, 4WF9, 4WFA, 4WFB, 5HKV, 5HL7, 5NRG","5LI0, 5ND8, 5ND9, 5TCU, 6DDD, 6DDG, 6HMA, 6SJ6, 6WQN, 6WQQ"
Q8CZ28,OK,True,1,4,8QQ7,"8QT6, 8QT7, 8QT9, 8QTA"
Q2FW08,OK,True,7,22,"4WCE, 4WF9, 4WFA, 4WFB, 5HKV, 5HL7, 5NRG","5LI0, 5ND8, 5ND9, 5TCU, 6DDD, 6DDG, 6HMA, 6SJ6, 6WQN, 6WQQ"
Q2FW06,OK,True,6,22,"4WF9, 4WFA, 4WFB, 5HKV, 5HL7, 5NRG","5LI0, 5ND8, 5ND9, 5TCU, 6DDD, 6DDG, 6HMA, 6SJ6, 6WQN, 6WQQ"
Q2FW11,OK,True,7,22,"4WCE, 4WF9, 4WFA, 4WFB, 5HKV, 5HL7, 5NRG","5LI0, 5ND8, 5ND9, 5TCU, 6DDD, 6DDG, 6HMA, 6SJ6, 6WQN, 6WQQ"
Q2FXQ1,OK,True,7,22,"4WCE, 4WF9, 4WFA, 4WFB, 5HKV, 5HL7, 5NRG","5LI0, 5ND8, 5ND9, 5TCU, 6DDD, 6DDG, 6HMA, 6SJ6, 6WQN, 6WQQ"
Q2FZ42,OK,True,7,22,"4WCE, 4WF9, 4WFA, 4WFB, 5HKV, 5HL7, 5NRG","5LI0, 5ND8, 5ND9, 5TCU, 6DDD, 6DDG, 6HMA, 6SJ6, 6WQN, 6WQQ"
Q2FXS8,OK,True,7,22,"4WCE, 4WF9, 4WFA, 4WFB, 5HKV, 5HL7, 5NRG","5LI0, 5ND8, 5ND9, 5TCU, 6DDD, 6DDG, 6HMA, 6SJ6, 6WQN, 6WQQ"
Q2FW33,OK,True,7,21,"4WCE, 4WF9, 4WFA, 4WFB, 5HKV, 5HL7, 5NRG","5LI0, 5ND8, 5ND9, 5TCU, 6DDD, 6DDG, 6HMA, 6SJ6, 6WQN, 6WQQ"
P0A0F8,OK,True,7,21,"4WCE, 4WF9, 4WFA, 4WFB, 5HKV, 5HL7, 5NRG","5LI0, 5ND8, 5ND9, 5TCU, 6DDG, 6HMA, 6SJ6, 6WQN, 6WQQ, 6WRS"
Q2FW38,OK,True,7,22,"4WCE, 4WF9, 4WFA, 4WFB, 5HKV, 5HL7, 5NRG","5LI0, 5ND8, 5ND9, 5TCU, 6DDD, 6DDG, 6HMA, 6SJ6, 6WQN, 6WQQ"
Q2FW16,OK,True,8,22,"4WCE, 4WF9, 4WFA, 4WFB, 5HKV, 5HL7, 5NRG, 6SJ5","5LI0, 5ND8, 5ND9, 5TCU, 6DDD, 6DDG, 6HMA, 6SJ6, 6WQN, 6WQQ"
Q2FW21,OK,True,7,13,"4WCE, 4WF9, 4WFA, 4WFB, 5HKV, 5HL7, 5NRG","5LI0, 5ND8, 5ND9, 5TCU, 6HMA, 6WRU, 6YEF, 7ASM, 7NHL, 7NHM"
Q2FW14,OK,True,7,22,"4WCE, 4WF9, 4WFA, 4WFB, 5HKV, 5HL7, 5NRG","5LI0, 5ND8, 5ND9, 5TCU, 6DDD, 6DDG, 6HMA, 6SJ6, 6WQN, 6WQQ"
Q2FZ60,OK,True,5,22,"4WCE, 4WFA, 4WFB, 5HKV, 5HL7","5LI0, 5ND8, 5ND9, 5TCU, 6DDD, 6DDG, 6HMA, 6SJ6, 6WQN, 6WQQ"
Q2FXT0,OK,True,8,22,"4WCE, 4WF9, 4WFA, 4WFB, 5HKV, 5HL7, 5NRG, 7JVS","5LI0, 5ND8, 5ND9, 5TCU, 6DDD, 6DDG, 6HMA, 6SJ6, 6WQN, 6WQQ"
Q2FW17,OK,True,7,22,"4WCE, 4WF9, 4WFA, 4WFB, 5HKV, 5HL7, 5NRG","5LI0, 5ND8, 5ND9, 5TCU, 6DDD, 6DDG, 6HMA, 6SJ6, 6WQN, 6WQQ"
P60430,OK,True,7,22,"4WCE, 4WF9, 4WFA, 4WFB, 5HKV, 5HL7, 5NRG","5LI0, 5ND8, 5ND9, 5TCU, 6DDD, 6DDG, 6HMA, 6SJ6, 6WQN, 6WQQ"
Q2FW22,OK,True,7,22,"4WCE, 4WF9, 4WFA, 4WFB, 5HKV, 5HL7, 5NRG","5LI0, 5ND8, 5ND9, 5TCU, 6DDD, 6DDG, 6HMA, 6SJ6, 6WQN, 6WQQ"
Q2FW13,OK,True,7,22,"4WCE, 4WF9, 4WFA, 4WFB, 5HKV, 5HL7, 5NRG","5LI0, 5ND8, 5ND9, 5TCU, 6DDD, 6DDG, 6HMA, 6SJ6, 6WQN, 6WQQ"
Q2FW18,OK,True,7,12,"4WCE, 4WF9, 4WFA, 4WFB, 5HKV, 5HL7, 5NRG","5LI0, 5ND8, 5ND9, 5TCU, 6HMA, 6YEF, 7ASM, 7NHL, 7NHM, 8P2F"
G1SJB4,OK,True,3,89,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
P03950,OK,True,50,3,"1A4Y, 1ANG, 1B1E, 1B1I, 1B1J, 1GV7, 1H0D, 1H52, 1H53, 1HBY","9BDL, 9BDN, 9BDP"
G1TNM3,OK,True,3,86,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
G1TM55,OK,True,3,63,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
G1TJW1,OK,True,3,74,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
G1SFR8,OK,True,3,89,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
G1T1F0,OK,True,3,72,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
G1TRM4,OK,True,3,91,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
G1SP51,OK,True,3,87,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
G1SGX4,OK,True,3,81,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
G1TN62,OK,True,3,70,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
G1TM82,OK,True,3,48,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 6D90, 6P4G, 6P4H, 6P5I"
G1TDB3,OK,True,3,88,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
G1TG89,OK,True,3,89,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
G1SVB0,OK,True,3,84,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
G1U7M4,OK,True,3,88,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
G1TU13,OK,True,3,90,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
G1SIZ2,OK,True,3,77,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
G1U0Q2,OK,True,3,90,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
G1TFE8,OK,True,3,48,"4KZX, 4KZY, 4KZZ","4D5L, 4D61, 5K0Y, 6D90, 6P4G, 6P4H, 6P5I, 6P5J, 6P5K, 6P5N"
G1SZ47,OK,True,3,75,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 6D90, 6D9J, 6GZ3, 6P4G"
G1TZ76,OK,True,3,84,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
G1TIB4,OK,True,3,90,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
G1T8A2,OK,True,3,87,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
P0A7I0,OK,True,7,15,"2B3T, 5J30, 5J3C, 5J4D, 6B4V, 6BOH, 6BOK","5O2R, 6DNC, 6GWT, 6GXM, 6GXN, 6GXO, 6ORL, 6OSK, 6OSQ, 7M5D"
Q63424,OK,True,2,5,"5A9H, 5A9I","7NQK, 9BIR, 9BIS, 9BIT, 9BIU"
P33778,OK,True,2,2,"3X1S, 3X1U","9C62, 9FGQ"
P61830,OK,True,27,15,"1ID3, 1M1D, 1PEG, 1PU9, 1PUA, 1QSN, 2CNX, 2H2G, 2IDC, 3MP1","6GEJ, 6GEN, 7E9C, 7E9F, 7K7G, 7UQJ, 7Z0O, 8GHM, 8GHN, 8QKU"
P14635,OK,True,9,4,"2B9R, 2JGZ, 4Y72, 4YC3, 5HQ0, 5LQF, 6GU2, 6GU3, 6GU4","7NJ0, 8TAR, 8TAU, 9FH9"
P0A7J3,OK,True,13,165,"4V85, 4V89, 4V9O, 4V9P, 4YBB, 5IT8, 5J5B, 5J7L, 5J88, 5J8A","3J7Z, 3J9Y, 3J9Z, 3JA1, 3JCJ, 4UY8, 4V6N, 4V6O, 4V6P, 4V6Q"
Q13148,OK,True,12,20,"4IUF, 4Y00, 4Y0F, 5MDI, 5W50, 5WHN, 5WHP, 5WIA, 5WIQ, 5WKD","5W52, 5W7V, 5WKB, 6CF4, 6CFH, 6N37, 6N3A, 6N3B, 6N3C, 7KWZ"
P32447,OK,True,15,3,"1ROC, 1WG3, 2HUE, 2IDC, 2YGV, 4EO5, 4ZBJ, 5EII, 5UCB, 5UEA","7UNK, 8GHM, 8GHN"
P02309,OK,True,29,19,"1E6I, 1ID3, 1Q1A, 1SZC, 1SZD, 2DVQ, 2DVR, 2E3K, 2H2H, 2QQF","6GEJ, 6GEN, 6QLD, 7E9C, 7E9F, 7K78, 7K7G, 7ON1, 7Z0O, 8GHM"
P48061,OK,True,9,8,"1A15, 1QG7, 2J7Z, 2NWG, 3GV3, 3HP3, 4LMQ, 4UAI, 6SHR","7SK3, 7SK4, 7SK5, 7SK6, 7SK7, 7SK8, 8K3Z, 8U4O"
Q8NDL9,OK,True,4,6,"8V3M, 8V3N, 8V3O, 8V3P","8V3Q, 8V3R, 8V3S, 8V4K, 8V4L, 8V4M"
Q0ZME7,OK,True,1,15,8S0M,"5I08, 8Y87, 8Y88, 8Y89, 8Y8A, 8Y8B, 8Y8C, 8Y8D, 8Y8E, 8Y8F"
A0QXB7,OK,True,12,3,"2Z90, 4M32, 4M33, 4M34, 4M35, 5WW3, 5WW4, 5WW5, 5WW6, 5WW7","8HWZ, 8HX0, 8HX1"
P61073,OK,True,6,14,"3ODU, 3OE0, 3OE6, 3OE8, 3OE9, 4RWS","8GP3, 8I0Q, 8K3Z, 8U4N, 8U4O, 8U4P, 8U4Q, 8U4R, 8U4S, 8U4T"
U5WI05,OK,True,1,2,7TTY,"8TC0, 8WQ0"
O30916,OK,True,1,1,4DID,8JZL
Q8VYR7,OK,True,1,7,5L25,"8TEG, 8TEH, 8TEI, 8TEJ, 8TEL, 8TEM, 8TEN"
Q9Y376,OK,True,9,1,"1UPK, 1UPL, 2WTK, 3GNI, 4FZA, 4FZD, 4FZF, 4NZW, 4O27",8VSU
Q9UQ80,OK,True,3,15,"2Q8K, 6CHT, 6WM8","3J2I, 6LSR, 6SXO, 6Z6L, 6Z6M, 6Z6N, 6ZM7, 6ZME, 6ZMI, 6ZMO"
P10515,OK,True,7,4,"1Y8N, 1Y8O, 1Y8P, 2PNR, 2Q8I, 3CRK, 3CRL","3B8K, 6CT0, 6H55, 8PIU"
Q59310,OK,True,4,10,"2BF6, 2VK5, 2VK6, 2VK7","8XQL, 8XQN, 8XQO, 8XQP, 8XQR, 8XQS, 8XQT, 8XVE, 8XVH, 8YKY"
P04040,OK,True,7,9,"1DGB, 1DGF, 1DGG, 1DGH, 1F4J, 1QQW, 8HID","7P8W, 7VD9, 8EL9, 8PVD, 8SGV, 8WZH, 8WZJ, 8WZK, 8WZM"
P63142,OK,True,13,7,"1DSX, 1QDV, 1QDW, 2A79, 2R9R, 3LNM, 3LUT, 4JTA, 4JTC, 4JTD","6EBK, 6EBL, 6EBM, 8VC3, 8VC4, 8VC6, 8VCH"
Q7RTN6,OK,True,3,1,"1UPK, 2WTK, 3GNI",8VSU
Q15831,OK,True,3,1,"2WTK, 4ZDR, 5WXN",8VSU
P0A6F9,OK,True,7,23,"1AON, 1PCQ, 1PF9, 1SVT, 1SX4, 3WVL, 5OPX","1GRU, 2C7C, 2C7D, 3ZPZ, 3ZQ0, 3ZQ1, 7PBJ, 7PBX, 7VWX, 8BA9"
P09616,OK,True,10,3,"3M2L, 3M3R, 3M4D, 3M4E, 4IDJ, 4YHD, 6U3T, 6U49, 6U4P, 7AHL","7O1Q, 8JX2, 8JX3"
P00579,OK,True,41,70,"1SIG, 2P7V, 3T72, 4JK1, 4JK2, 4JKR, 4KMU, 4KN4, 4KN7, 4LJZ","3IYD, 5VT0, 6B6H, 6C9Y, 6CA0, 6JNX, 6K4Y, 6LDI, 6N4C, 6N57"
P0A8T7,OK,True,58,254,"2AUK, 4IQZ, 4JK1, 4JK2, 4KMU, 4KN4, 4KN7, 4MEX, 4MEY, 4XSX","3IYD, 3LU0, 5MS0, 5MY1, 5NSR, 5NSS, 5VT0, 6ALF, 6ALG, 6ALH"
P0A7Z4,OK,True,62,253,"1BDF, 1LB2, 3K4G, 3N4M, 3N97, 4JK1, 4JK2, 4KMU, 4KN4, 4KN7","3IYD, 3LU0, 5MS0, 5MY1, 5NSR, 5NSS, 5VT0, 6ALF, 6ALG, 6ALH"
P0A8V2,OK,True,62,255,"3LTI, 3T72, 3TBI, 4JK1, 4JK2, 4KMU, 4KN4, 4KN7, 4MEX, 4MEY","3IYD, 3LU0, 5MS0, 5MY1, 5NSR, 5NSS, 5VT0, 6ALF, 6ALG, 6ALH"
P59226,OK,True,26,10,"4FT2, 4FT4, 4IUR, 4IUT, 4IUU, 4IUV, 5HH7, 5VAH, 5VBC, 5YC3","8J90, 8J91, 8J92, 8KCB, 8KCC, 8WH5, 8WH8, 8WH9, 8WHA, 8WHB"
Q786F3,OK,True,3,5,"5YXW, 5YZC, 5YZD","8UT2, 8UTF, 8UUP, 8UUQ, 9AT8"
J9VFT1,OK,True,15,2,"5IFI, 5K85, 5K8F, 5U29, 5VPV, 7KNO, 7KNP, 7L4G, 8EPS, 8G0R","9C8R, 9C8S"
P41227,OK,True,2,7,"6C95, 6C9M","6PPL, 6PW9, 9F1B, 9F1C, 9F1D, 9FPZ, 9FQ0"
Q9BXJ9,OK,True,2,7,"6C95, 6C9M","6PPL, 6PW9, 9F1B, 9F1C, 9F1D, 9FPZ, 9FQ0"
P0A6F5,OK,True,31,58,"1AON, 1DK7, 1DKD, 1FY9, 1FYA, 1GRL, 1JON, 1KID, 1KP8, 1LA1","1GR5, 1GRU, 2C7C, 2C7D, 2C7E, 2CGT, 3C9V, 3CAU, 3ZPZ, 3ZQ0"
P0A800,OK,True,56,241,"4JK1, 4JK2, 4KMU, 4KN4, 4KN7, 4MEX, 4MEY, 4XSX, 4XSY, 4XSZ","3IYD, 3LU0, 5MS0, 5MY1, 5NSR, 5NSS, 5VT0, 6ALF, 6ALG, 6ALH"
A0A177SH44,OK,True,1,1,8T8A,8JT7
P50579,OK,True,38,2,"1B59, 1B6A, 1BN5, 1BOA, 1KQ0, 1KQ9, 1QZY, 1R58, 1R5G, 1R5H","8ONY, 9FPZ"
O66465,OK,True,6,2,"4J72, 5CKR, 6OYH, 6OYZ, 6OZ6, 8CXR","9B70, 9B71"
O74024,OK,True,2,33,"1EUZ, 8ZMU","6JN9, 6JNA, 6JNC, 6JND, 8HHO, 8HIQ, 8HIZ, 8HJ3, 8HJ9, 8XCO"
O14561,OK,True,1,34,6ODD,"5OOL, 5OOM, 5XTB, 5XTC, 5XTD, 5XTH, 5XTI, 7A5H, 7A5J, 7O9K"
P21554,OK,True,7,16,"5TGZ, 5U09, 5XR8, 5XRA, 6KQI, 7FEE, 7V3Z","6KPG, 6N4B, 7WV9, 8GAG, 8GHV, 8IKG, 8IKH, 8K8J, 8WRZ, 8WU1"
P11275,OK,True,3,3,"1CDM, 1CM1, 1CM4","5U6Y, 8SYG, 8T15"
Q55013,OK,True,1,4,1E29,"7N8O, 7RCV, 8TOW, 9EH5"
P73048,OK,True,2,4,"3LS0, 3LS1","7N8O, 7RCV, 8TOW, 9EH5"
P60752,OK,True,4,16,"3B5W, 7NDF, 7SEL, 8DHY","5TTP, 5TV4, 6UZ2, 6UZL, 7BCW, 7PH2, 7PH3, 7PH4, 7PH7, 8DMM"
P55072,OK,True,42,74,"3EBB, 3HU1, 3HU2, 3HU3, 3QC8, 3QQ7, 3QQ8, 3QWZ, 3TIW, 4KDI","5FTJ, 5FTK, 5FTL, 5FTM, 5FTN, 7BP8, 7BP9, 7BPA, 7BPB, 7JY5"
Q15125,OK,True,2,2,"6OHT, 6OHU","8W0R, 8W0S"
Q79PF4,OK,True,34,7,"1TF7, 1U9I, 2GBL, 3DVL, 3JZM, 3K09, 3K0A, 3K0C, 3K0E, 3K0F","5N8Y, 7S65, 7S66, 7S67, 7X1Y, 7X1Z, 8JON"
C5ILC1,OK,True,1,1,6GH8,8P4T
P76115,OK,True,1,1,6V81,9C4O
Q12R70,OK,True,2,1,"8QJ3, 8QJ4",8QPF
O15091,OK,True,3,2,"4ROU, 4XGL, 4XGM","7ONU, 8CBK"
Q8TCB7,OK,True,4,3,"7EZG, 7F1E, 8OWX, 8OWY","8P7B, 8P7C, 8P7D"
P49591,OK,True,4,3,"3VBB, 4L87, 4RQE, 4RQF","8P7B, 8P7C, 8P7D"
P29033,OK,True,3,19,"2ZW3, 5ER7, 5ERA","3IZ1, 3IZ2, 6UVR, 6UVS, 6UVT, 7QEO, 7QEQ, 7QER, 7QES, 7QET"
P08413,OK,True,1,4,6HCS,"8T17, 8T18, 8T6K, 8T6Q"
Q8DIP0,OK,True,57,4,"1S5L, 1W5C, 2AXT, 3KZI, 4FBY, 4IXQ, 4IXR, 4PBU, 4PJ0, 4RVY","7NHO, 7NHP, 7NHQ, 9EVX"
Q8DIF8,OK,True,57,4,"1S5L, 1W5C, 2AXT, 3KZI, 4FBY, 4IXQ, 4IXR, 4PBU, 4PJ0, 4RVY","7NHO, 7NHP, 7NHQ, 9EVX"
Q8CM25,OK,True,57,4,"1S5L, 1W5C, 2AXT, 3KZI, 4FBY, 4IXQ, 4IXR, 4PBU, 4PJ0, 4RVY","7NHO, 7NHP, 7NHQ, 9EVX"
A0A287AGU7,OK,True,10,13,"8WD0, 8WMO, 8WMU, 8YEM, 8YER, 8YEU, 8YTX, 8YU9, 8YUA, 8ZB8","8F18, 8F1A, 8UTN, 8UTO, 8UTP, 8UTQ, 8UTR, 8UTS, 8UTT, 8UTU"
Q8DIN9,OK,True,57,4,"1S5L, 1W5C, 2AXT, 3KZI, 4FBY, 4IXQ, 4IXR, 4PBU, 4PJ0, 4RVY","7NHO, 7NHP, 7NHQ, 9EVX"
Q12756,OK,True,2,15,"4EGX, 4EJQ","4UXO, 4UXP, 4UXR, 4UXS, 8UTN, 8UTO, 8UTP, 8UTQ, 8UTR, 8UTS"
Q8DJ43,OK,True,56,4,"1S5L, 2AXT, 3KZI, 4FBY, 4IXQ, 4IXR, 4PBU, 4PJ0, 4RVY, 4TNH","7NHO, 7NHP, 7NHQ, 9EVX"
A0A084EX36,OK,True,16,5,"8W6M, 8W6Q, 8W6S, 8W6U, 8W6Y, 8W73, 8W74, 8W79, 8W7B, 8W7O","8WQU, 8WQV, 8WQX, 8WQY, 8WR0"
Q9F1K9,OK,True,56,5,"1S5L, 2AXT, 3KZI, 4FBY, 4IXQ, 4IXR, 4PBU, 4PJ0, 4RVY, 4TNH","7DXH, 7NHO, 7NHP, 7NHQ, 9EVX"
P59087,OK,True,56,1,"1S5L, 2AXT, 3KZI, 4FBY, 4IXQ, 4IXR, 4PBU, 4PJ0, 4RVY, 4TNH",9EVX
Q8DIN8,OK,True,56,4,"1S5L, 2AXT, 3KZI, 4FBY, 4IXQ, 4IXR, 4PBU, 4PJ0, 4RVY, 4TNH","7NHO, 7NHP, 7NHQ, 9EVX"
P0A444,OK,True,57,4,"1S5L, 1W5C, 2AXT, 3KZI, 4FBY, 4IXQ, 4IXR, 4PBU, 4PJ0, 4RVY","7NHO, 7NHP, 7NHQ, 9EVX"
Q8DIQ1,OK,True,57,4,"1S5L, 1W5C, 2AXT, 3KZI, 4FBY, 4IXQ, 4IXR, 4PBU, 4PJ0, 4RVY","7NHO, 7NHP, 7NHQ, 9EVX"
Q9F1R6,OK,True,55,4,"1S5L, 3KZI, 4FBY, 4IXQ, 4IXR, 4PBU, 4PJ0, 4RVY, 4TNH, 4TNI","7NHO, 7NHP, 7NHQ, 9EVX"
Q8DJZ6,OK,True,56,4,"1S5L, 2AXT, 3KZI, 4FBY, 4IXQ, 4IXR, 4PBU, 4PJ0, 4RVY, 4TNH","7NHO, 7NHP, 7NHQ, 9EVX"
Q8DHJ2,OK,True,56,4,"1S5L, 2AXT, 3KZI, 4FBY, 4IXQ, 4IXR, 4PBU, 4PJ0, 4RVY, 4TNH","7NHO, 7NHP, 7NHQ, 9EVX"
Q8DHA7,OK,True,55,4,"1S5L, 2AXT, 3KZI, 4FBY, 4IXQ, 4IXR, 4PBU, 4PJ0, 4RVY, 4TNH","7NHO, 7NHP, 7NHQ, 9EVX"
P0A431,OK,True,56,1,"1S5L, 2AXT, 3KZI, 4FBY, 4IXQ, 4IXR, 4PBU, 4PJ0, 4RVY, 4TNH",9EVX
Q8DIQ0,OK,True,56,4,"1S5L, 2AXT, 3KZI, 4FBY, 4IXQ, 4IXR, 4PBU, 4PJ0, 4RVY, 4TNH","7NHO, 7NHP, 7NHQ, 9EVX"
Q9F1L5,OK,True,56,1,"1S5L, 2AXT, 3KZI, 4FBY, 4IXQ, 4IXR, 4PBU, 4PJ0, 4RVY, 4TNH",9EVX
P0A386,OK,True,58,1,"1MZ4, 1S5L, 1W5C, 2AXT, 3KZI, 4FBY, 4IXQ, 4IXR, 4PBU, 4PJ0",9EVX
Q8DJI1,OK,True,54,4,"3KZI, 4FBY, 4IXQ, 4IXR, 4PBU, 4PJ0, 4RVY, 4TNH, 4TNI, 4TNJ","7NHO, 7NHP, 7NHQ, 9EVX"
Q05086,OK,True,9,9,"1C4Z, 1D5F, 4GIZ, 4XR8, 6SJV, 6SLM, 6TGK, 7Q41, 7QPB","8GCR, 8JRN, 8JRO, 8JRP, 8JRQ, 8JRR, 8R1F, 8R1G, 9CHT"
P03126,OK,True,13,9,"4GIZ, 4JOP, 4XR8, 6HKS, 6SIV, 6SJA, 6TWQ, 6TWU, 6TWX, 7UAJ","8GCR, 8JRN, 8JRO, 8JRP, 8JRQ, 8JRR, 8R1F, 8R1G, 9CHT"
