uniprotid,status,has_both,xray_count,em_count,xray_pdbs,em_pdbs
G0SCU5,OK,True,1,2,5TKY,"7OLC, 8OO0"
Q94KI8,OK,True,4,11,"5DQQ, 5E1J, 5TUA, 6CX0","6E1K, 6E1M, 6E1P, 7FHK, 7FHL, 7FHN, 7FHO, 7TBG, 7TDD, 7TDE"
G0SEI1,OK,True,1,5,4ZOZ,"7OLC, 7OLD, 7Z3N, 7Z3O, 8OO0"
P9WHT9,OK,True,21,16,"2FHG, 2FHH, 2JAY, 3H6F, 3H6I, 3HF9, 3HFA, 3KRD, 3MFE, 3MI0","5LZP, 6BGL, 6BGO, 7PXA, 7PXC, 7PXD, 8D6V, 8D6W, 8D6X, 8D6Y"
P9WQN5,OK,True,7,6,"3FP9, 3M91, 3M9B, 3M9D, 3M9H, 5KWA, 5KZF","7LJF, 7PX9, 7PXA, 7PXB, 7PXC, 7PXD"
P9WHU1,OK,True,20,16,"2FHG, 2FHH, 3H6F, 3H6I, 3HF9, 3HFA, 3KRD, 3MFE, 3MI0, 3MKA","5LZP, 6BGL, 6BGO, 7PXA, 7PXC, 7PXD, 8D6V, 8D6W, 8D6X, 8D6Y"
Q92847,OK,True,1,6,6KO5,"7F9Y, 7F9Z, 7NA7, 7NA8, 7W2Z, 8JSR"
Q15185,OK,True,1,3,1EJF,"7KRJ, 7L7I, 7L7J"
P28037,OK,True,14,2,"1S3I, 2O2P, 2O2Q, 2O2R, 3RHJ, 3RHL, 3RHM, 3RHO, 3RHP, 3RHQ","7RLT, 7RLU"
P40416,OK,True,2,3,"4MYC, 4MYH","7PSL, 7PSM, 7PSN"
P35637,OK,True,9,8,"4FDD, 4FQ3, 5XRR, 5YVG, 5YVH, 5YVI, 6BWZ, 6BXV, 7CYL","5XSG, 6BZP, 6KJ1, 6KJ2, 6KJ3, 6KJ4, 6XFM, 7VQQ"
P12296,OK,True,7,1,"1MEC, 2MEV, 4NYZ, 4NZ0, 4Y2C, 4Y3C, 7BNY",7NWT
P03313,OK,True,20,1,"2VB0, 2ZTX, 2ZTY, 2ZTZ, 2ZU1, 2ZU3, 3CDU, 3CDW, 4WFX, 4WFY",7LMS
P78310,OK,True,9,12,"1EAJ, 1F5W, 1KAC, 1P69, 1P6A, 2J12, 2J1K, 2W9L, 2WBW","1JEW, 3J6L, 3J6M, 3J6N, 3J6O, 7DPZ, 7DQ1, 7VXZ, 7VYK, 7VYL"
P55899,OK,True,20,6,"1EXU, 3M17, 3M1B, 4K71, 4N0F, 4N0U, 5BJT, 5BXF, 5WHK, 6C97","6ILM, 6LA6, 6LA7, 7B5F, 7C9V, 7XXA"
Q6N022,OK,True,1,3,7PLP,"7BAM, 7BAN, 7BAO"
P9WHK5,OK,True,3,1,"3NWY, 7BIX, 7BL7",7BES
P04150,OK,True,54,4,"1M2Z, 1NHZ, 1P93, 3BQD, 3CLD, 3E7C, 3H52, 3K22, 3K23, 4CSJ","7KRJ, 7KW7, 8FFV, 8FFW"
P07900,OK,True,330,6,"1BYQ, 1OSF, 1UY6, 1UY7, 1UY8, 1UY9, 1UYC, 1UYD, 1UYE, 1UYF","7KRJ, 7KW7, 7L7I, 7L7J, 8FFV, 8FFW"
P01042,OK,True,10,4,"1NY2, 2WOK, 4ASQ, 4ASR, 4ECB, 4ECC, 5I25, 7QOT, 7QOX, 8VJX","7EIB, 7F2O, 7F6H, 7F6I"
A0A3Q9WXL1,OK,True,3,1,"7BVR, 7EXZ, 7XRF",7DRD
Q91MA7,OK,True,25,8,"3SDY, 3ZTJ, 4FNK, 4FP8, 4FQR, 4FQY, 4NM8, 4UBD, 4WE4, 4ZCJ","6WXB, 7K37, 7K39, 7K3A, 7K3B, 7VDF, 7X6L, 8PK3"
A0A3Q9WUX0,OK,True,3,1,"7BVR, 7EXZ, 7XRF",7DRD
P08306,OK,True,4,4,"1AR1, 1QLE, 3EHB, 3HB3","7ATE, 7ATN, 7AU3, 7AU6"
P02741,OK,True,7,9,"1B09, 1GNH, 1LJ7, 3L2Y, 3PVN, 3PVO, 7TBA","7PK9, 7PKB, 7PKD, 7PKE, 7PKF, 7PKG, 7PKH, 8WV4, 8WV5"
P14649,OK,True,3,26,"1OE9, 1W7I, 1W7J","7PLT, 7PLU, 7PLV, 7PLW, 7PLX, 7PLY, 7PLZ, 7PM0, 7PM1, 7PM2"
P38507,OK,True,25,17,"1FC2, 1LP1, 3MZW, 4NPD, 4NPE, 4NPF, 4WWI, 4Y4Y, 4Y5Z, 4ZMD","7EOY, 7EP6, 7FDJ, 7NHA, 7NHC, 7NHX, 7NI0, 7NIK, 7NIL, 7NIR"
Q02440,OK,True,4,27,"1OE9, 1W7I, 1W7J, 1W8J","2DFS, 7PLT, 7PLU, 7PLV, 7PLW, 7PLX, 7PLY, 7PLZ, 7PM0, 7PM1"
Q9H0W8,OK,True,1,8,8FE7,"6L54, 6SYT, 6Z3R, 7PW4, 7PW5, 7PW7, 7PW8, 7PW9"
I5AX49,OK,True,2,1,"7BVS, 7EXB",7DRE
I5AX50,OK,True,2,1,"7BVS, 7EXB",7DRE
P16154,OK,True,20,1,"2F6E, 2G7C, 2QJ6, 3HO6, 3SRZ, 3SS1, 4DMV, 4DMW, 4NBX, 4NBZ",7POG
P77921,OK,True,1,4,1QLE,"7ATE, 7ATN, 7AU3, 7AU6"
P06030,OK,True,1,4,1QLE,"7ATE, 7ATN, 7AU3, 7AU6"
P98002,OK,True,4,4,"1AR1, 1QLE, 3EHB, 3HB3","7ATE, 7ATN, 7AU3, 7AU6"
P56696,OK,True,3,6,"2OVC, 4GOW, 6N5W","7BYL, 7BYM, 7BYN, 7VNP, 7VNQ, 7VNR"
P32245,OK,True,3,8,"6W25, 8WKY, 8WKZ","7AUE, 7F53, 7F54, 7F55, 7F58, 7PIU, 7PIV, 8QJ2"
Q9F6L0,OK,True,8,5,"3DPG, 3DVO, 3DW9, 3MQ6, 3MQY, 3N78, 3N7B, 7S8D","4C3G, 6OBJ, 7SS5, 9BGI, 9BGJ"
A0A059VAZ3,OK,True,6,19,"4YPL, 4YPM, 4YPN, 5E7S, 7CR9, 7CRA","6WQH, 7FD4, 7FD5, 7FID, 7FIE, 7FIZ, 7YPH, 7YPI, 7YPJ, 7YPK"
Q6UX46,OK,True,2,2,"7LS0, 7NWZ","7N00, 9G5I"
Q9UM73,OK,True,72,2,"2XB7, 2XBA, 2XP2, 2YFX, 2YHV, 2YJR, 2YJS, 3AOX, 3L9P, 3LCS","7N00, 9G5I"
Q12962,OK,True,15,32,"2F69, 3M53, 3M54, 3M55, 3M56, 3M57, 3M58, 3M59, 3M5A, 4J7F","6MZC, 6MZD, 6MZL, 6MZM, 7EDX, 7EG7, 7EG8, 7EG9, 7EGA, 7EGB"
Q8R5F7,OK,True,1,19,3TS9,"6G19, 6G1S, 6G1X, 6GJZ, 6GKH, 6GKM, 6H61, 6H66, 7BKP, 7BKQ"
O96028,OK,True,11,2,"5LSU, 5VC8, 6UE6, 6XCG, 7LMT, 7MDN, 7VLN, 9EXW, 9EXX, 9EXY","7CRO, 7E8D"
P0C0X9,OK,True,1,1,4V9G,7F0L
Q9B6D3,OK,True,1,8,6H8K,"6GCS, 6RFQ, 6RFR, 6RFS, 6Y79, 6YJ4, 7O6Y, 7O71"
Q16514,OK,True,1,32,1H3O,"6MZC, 6MZD, 6MZL, 6MZM, 7EDX, 7EG7, 7EG8, 7EG9, 7EGA, 7EGB"
Q9B6C7,OK,True,1,9,6H8K,"6GCS, 6RFQ, 6RFR, 6RFS, 6Y79, 6YJ4, 7O6Y, 7O71, 7ZKP"
Q9B6D4,OK,True,2,9,"4WZ7, 6H8K","6GCS, 6RFQ, 6RFR, 6RFS, 6Y79, 6YJ4, 7O6Y, 7O71, 7ZKP"
P56282,OK,True,1,2,5VBN,"7PFO, 7PLO"
Q9HAW4,OK,True,1,3,7AKO,"7PFO, 7PLO, 8B9D"
Q9BRX5,OK,True,3,6,"2E9X, 2EHO, 2Q9Q","6XTX, 6XTY, 7PFO, 7PLO, 8B9D, 8OK2"
Q02297,OK,True,1,5,3U7U,"7MN5, 7MN6, 7MN8, 8U4I, 8U4L"
P21860,OK,True,17,3,"1M6B, 3KEX, 3LMG, 3P11, 4LEO, 4P59, 4RIW, 4RIX, 4RIY, 5CUS","7MN5, 7MN6, 7MN8"
P0DP24,OK,True,14,6,"3O77, 3O78, 5COC, 5J03, 5NIN, 5WSU, 5WSV, 6PLM, 6SZ5, 6XXF","5VMS, 6S5T, 7MIR, 7MIS, 7PPO, 7PQE"
Q5ZTK6,OK,True,5,5,"6K4K, 6K4L, 6K4R, 6OQQ, 6PLM","6S5T, 7MIR, 7MIS, 7PPO, 7PQE"
Q5ZTK4,OK,True,10,3,"5CRA, 5CRB, 5CRC, 5YSI, 5YSJ, 5YSK, 6B7Q, 6G0C, 6WTG, 8EFW","7MIR, 7PPO, 7PQE"
Q62226,OK,True,7,1,"1VHH, 2WFX, 2WG4, 3D1M, 3N1R, 4C4M, 4C4N",7RPK
P17812,OK,True,1,5,2VO1,"5U03, 7MGZ, 7MH0, 7MIF, 7MIG"
Q9B6D6,OK,True,1,8,6H8K,"6GCS, 6RFQ, 6RFR, 6RFS, 6Y79, 6YJ4, 7O6Y, 7O71"
Q9NRF8,OK,True,3,5,"2V4U, 2VKT, 3IHL","6PK4, 6PK7, 7MH1, 7MIH, 7MII"
Q9B6E9,OK,True,2,9,"4WZ7, 6H8K","6GCS, 6RFQ, 6RFR, 6RFS, 6Y79, 6YJ4, 7O6Y, 7O71, 7ZKP"
Q9B6C8,OK,True,1,10,6H8K,"6GCS, 6RFQ, 6RFR, 6RFS, 6Y79, 6YJ4, 7O6Y, 7O71, 7ZKP, 7ZKQ"
Q9UNS1,OK,True,5,3,"4XHT, 4XHU, 4XHW, 5MQI, 6T9Q","7PFO, 7PLO, 8B9D"
O75717,OK,True,3,4,"5GVA, 5GVB, 5OGS","6XTY, 7PFO, 7PLO, 8B9D"
Q9B6E8,OK,True,1,9,6H8K,"6GCS, 6RFQ, 6RFR, 6RFS, 6Y79, 6YJ4, 7O6Y, 7O71, 7ZKP"
O75419,OK,True,1,4,5DGO,"6XTX, 6XTY, 7PFO, 7PLO"
Q13617,OK,True,2,29,"4WQO, 5N4W","6R6H, 6R7F, 6R7H, 6R7I, 6R7N, 7PLO, 8IJ1, 8JAL, 8JAQ, 8JAR"
Q9BRT9,OK,True,3,6,"2E9X, 2EHO, 2Q9Q","6XTX, 6XTY, 7PFO, 7PLO, 8B9D, 8OK2"
A0QP27,OK,True,10,7,"6AJF, 6AJG, 6AJH, 6AJI, 6AJJ, 6N40, 6OR2, 7C2M, 7C2N, 7K7M","7K8A, 7K8B, 7K8C, 7K8D, 7N6B, 7WNX, 8QKK"
Q9Y248,OK,True,3,6,"2E9X, 2EHO, 2Q9Q","6XTX, 6XTY, 7PFO, 7PLO, 8B9D, 8OK2"
Q14691,OK,True,3,6,"2E9X, 2EHO, 2Q9Q","6XTX, 6XTY, 7PFO, 7PLO, 8B9D, 8OK2"
Q5ZXS4,OK,True,1,9,3LDT,"6X65, 6X66, 7MUC, 7MUD, 7MUQ, 7MUS, 7MUV, 7MUW, 7MUY"
Q01780,OK,True,3,3,"3SAF, 3SAG, 3SAH","6D6Q, 6D6R, 7MQA"
A0A059PIQ0,OK,True,49,14,"4XGY, 4ZF3, 5BT0, 5BTT, 5DY6, 5MFC, 5WWK, 5YR2, 6H01, 7A7M","7V7Z, 7V80, 7V81, 7V82, 7V83, 7V84, 7V85, 7V86, 7V87, 7V88"
Q8TED0,OK,True,1,3,7RUO,"7MQ8, 7MQ9, 7MQA"
Q86WX3,OK,True,1,1,8BBK,7MQA
Q9UNQ2,OK,True,3,2,"1ZQ9, 6W6C, 6W6F","7MQA, 7WTS"
P22087,OK,True,9,3,"2IPX, 7SE6, 7SE7, 7SE8, 7SE9, 7SEA, 7SEB, 7SEC, 7SED","7MQ8, 7MQ9, 7MQA"
O43818,OK,True,2,3,"4J0W, 4JXM","7MQ8, 7MQ9, 7MQA"
Q92979,OK,True,1,3,5FAI,"7MQ8, 7MQ9, 7MQA"
X5MEI1,OK,True,6,8,"7MPL, 7MPM, 7MPN, 7MPO, 7MPP, 7MPQ","7MQB, 7MQC, 7MQD, 7MQE, 7MQF, 7MQG, 7MQH, 7MQI"
Q1G929,OK,True,2,4,"5D3M, 5JSZ","7NNT, 7NNU, 8BMP, 8BMQ"
Q9H222,OK,True,2,6,"5DO7, 8CUB","7JR7, 7R87, 7R88, 7R89, 7R8A, 7R8B"
Q9H221,OK,True,2,6,"5DO7, 8CUB","7JR7, 7R87, 7R88, 7R89, 7R8A, 7R8B"
Q4TVS9,OK,True,1,8,1OHF,"7ANM, 7ATA, 8A3C, 8A41, 8A6J, 8AAY, 8AC6, 8ACH"
P9WJD9,OK,True,5,3,"4XWP, 4XXN, 4XXX, 4XY3, 8AKO","3J83, 6XZC, 7P13"
P78348,OK,True,2,3,"6L6I, 6L6N","7CFS, 7CFT, 7RNN"
Q9UHC9,OK,True,1,6,3QNT,"7DF8, 7DFW, 7DFZ, 7N4U, 7N4V, 7N4X"
P09681,OK,True,1,2,2QKH,"7DTY, 7RA3"
P32774,OK,True,3,28,"1NH2, 1RM1, 1YTF","5FMF, 5FYW, 5FZ5, 5OQJ, 5OQM, 5SVA, 6GYK, 6GYL, 6GYM, 7ML1"
P01275,OK,True,18,12,"1BH0, 2G49, 3IOL, 4ZGM, 5OTU, 5OTV, 5OTW, 5OTX, 5YQZ, 6EDS","5VAI, 6LMK, 6LML, 6VCB, 6X18, 7D68, 7DUQ, 7KI0, 7KI1, 7XM8"
Q9QZZ4,OK,True,2,5,"6Y38, 6Y9N","7R91, 7RB8, 7RB9, 7UDT, 7UDU"
P30518,OK,True,5,17,"4JQI, 7DF9, 7DFA, 7DFB, 7DFC","6NI2, 6U1N, 7BB6, 7BB7, 7DW9, 7KH0, 7R0C, 7R0J, 8GOC, 8I10"
Q8K424,OK,True,1,15,4N5Q,"6LGP, 6PVL, 6PVM, 6PVN, 6PVO, 6PVP, 6PVQ, 7MIJ, 7MIK, 7MIL"
P18962,OK,True,1,2,3KL4,"3ZN8, 7OBR"
P17455,OK,True,6,3,"1C8D, 1C8H, 1IJS, 1P5W, 1P5Y, 4DPV","7M3M, 7M3N, 7M3O"
D0VWR1,OK,True,41,6,"1IZL, 3A0B, 3A0H, 3WU2, 4IL6, 4UB6, 4UB8, 5B5E, 5B66, 5GTH","7CZL, 7D1T, 7D1U, 7DXA, 7DXH, 7EDA"
P32773,OK,True,3,28,"1NH2, 1RM1, 1YTF","5FMF, 5FYW, 5FZ5, 5OQJ, 5OQM, 5SVA, 6GYK, 6GYL, 6GYM, 7ML1"
P10147,OK,True,10,1,"2X69, 2X6G, 3FPU, 3H44, 3KBX, 4RA8, 4ZKB, 5COR, 5D65, 7F1T",7F1Q
D0VWR8,OK,True,41,6,"1IZL, 3A0B, 3A0H, 3WU2, 4IL6, 4UB6, 4UB8, 5B5E, 5B66, 5GTH","7CZL, 7D1T, 7D1U, 7DXA, 7DXH, 7EDA"
P0A7K2,OK,True,4,37,"1CTF, 4V85, 4V89, 4V9O","2BCW, 3J7Z, 4UY8, 4V4V, 4V4W, 4V5M, 4V5N, 4V7B, 4V7D, 5KCS"
Q86WJ1,OK,True,1,5,7EPU,"6ZHX, 6ZHY, 7ENN, 7OTQ, 8B0A"
P12240,OK,True,40,6,"3A0B, 3A0H, 3WU2, 4IL6, 4UB6, 4UB8, 5B5E, 5B66, 5GTH, 5GTI","7CZL, 7D1T, 7D1U, 7DXA, 7DXH, 7EDA"
Q7DGD4,OK,True,40,3,"3A0B, 3A0H, 3WU2, 4IL6, 4UB6, 4UB8, 5B5E, 5B66, 5GTH, 5GTI","7D1T, 7D1U, 7EDA"
P63048,OK,True,3,4,"4LJO, 4LJP, 4S22","6ZVK, 7A01, 7NFX, 7OBR"
P51765,OK,True,41,6,"1IZL, 3A0B, 3A0H, 3WU2, 4IL6, 4UB6, 4UB8, 5B5E, 5B66, 5GTH","7CZL, 7D1T, 7D1U, 7DXA, 7DXH, 7EDA"
D0VWR2,OK,True,40,3,"3A0B, 3A0H, 3WU2, 4IL6, 4UB6, 4UB8, 5B5E, 5B66, 5GTH, 5GTI","7D1T, 7D1U, 7EDA"
P19054,OK,True,41,4,"1IZL, 3A0B, 3A0H, 3WU2, 4IL6, 4UB6, 4UB8, 5B5E, 5B66, 5GTH","7CZL, 7D1T, 7D1U, 7EDA"
P12238,OK,True,41,6,"1IZL, 3A0B, 3A0H, 3WU2, 4IL6, 4UB6, 4UB8, 5B5E, 5B66, 5GTH","7CZL, 7D1T, 7D1U, 7DXA, 7DXH, 7EDA"
D0VWR5,OK,True,40,5,"3A0B, 3A0H, 3WU2, 4IL6, 4UB6, 4UB8, 5B5E, 5B66, 5GTH, 5GTI","7CZL, 7D1T, 7D1U, 7DXH, 7EDA"
P51681,OK,True,10,6,"4MBS, 5UIW, 5YD3, 5YD4, 5YD5, 5YY4, 7NJZ, 7NW3, 8AS2, 8AS3","6MEO, 6MET, 7F1Q, 7F1R, 7F1S, 7O7F"
P12239,OK,True,41,6,"1IZL, 3A0B, 3A0H, 3WU2, 4IL6, 4UB6, 4UB8, 5B5E, 5B66, 5GTH","7CZL, 7D1T, 7D1U, 7DXA, 7DXH, 7EDA"
Q12449,OK,True,2,6,"1USU, 1USV","6XLB, 6XLD, 6XLE, 6XLF, 6XLG, 6XLH"
P19052,OK,True,40,6,"3A0B, 3A0H, 3WU2, 4IL6, 4UB6, 4UB8, 5B5E, 5B66, 5GTH, 5GTI","7CZL, 7D1T, 7D1U, 7DXA, 7DXH, 7EDA"
P56152,OK,True,40,3,"3A0B, 3A0H, 3WU2, 4IL6, 4UB6, 4UB8, 5B5E, 5B66, 5GTH, 5GTI","7D1T, 7D1U, 7EDA"
D0VWR3,OK,True,40,5,"3A0B, 3A0H, 3WU2, 4IL6, 4UB6, 4UB8, 5B5E, 5B66, 5GTH, 5GTI","7CZL, 7D1T, 7D1U, 7DXH, 7EDA"
P0DM37,OK,True,31,3,"4IL6, 4UB6, 4UB8, 5GTH, 5GTI, 5WS5, 5WS6, 6JLJ, 6JLK, 6JLL","7D1T, 7D1U, 7EDA"
P17227,OK,True,11,4,"2O01, 2WSC, 2WSE, 2WSF, 3LW5, 4RKU, 4XK8, 4Y28, 5L8R, 6ZXS","6LY5, 6YAC, 6YEZ, 6ZOO"
Q96CB9,OK,True,2,13,"4FP9, 4FZV","7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF3, 7OF5, 7OF7, 7OIC"
Q9P8Q7,OK,True,1,1,7EBE,7EBF
D0VWR7,OK,True,41,5,"1IZL, 3A0B, 3A0H, 3WU2, 4IL6, 4UB6, 4UB8, 5B5E, 5B66, 5GTH","7CZL, 7D1T, 7D1U, 7DXH, 7EDA"
A0A0F6NGI2,OK,True,3,3,"5L8R, 6ZXS, 7DKZ","6YAC, 6YEZ, 6ZOO"
D0VWR4,OK,True,40,6,"3A0B, 3A0H, 3WU2, 4IL6, 4UB6, 4UB8, 5B5E, 5B66, 5GTH, 5GTI","7CZL, 7D1T, 7D1U, 7DXA, 7DXH, 7EDA"
P0A387,OK,True,41,3,"1IZL, 3A0B, 3A0H, 3WU2, 4IL6, 4UB6, 4UB8, 5B5E, 5B66, 5GTH","7D1T, 7D1U, 7EDA"
D5MAL3,OK,True,5,3,"4RKU, 4Y28, 5L8R, 6ZXS, 7DKZ","6YAC, 6YEZ, 6ZOO"
P12313,OK,True,40,6,"3A0B, 3A0H, 3WU2, 4IL6, 4UB6, 4UB8, 5B5E, 5B66, 5GTH, 5GTI","7CZL, 7D1T, 7D1U, 7DXA, 7DXH, 7EDA"
Q32904,OK,True,7,3,"3LW5, 4RKU, 4XK8, 4Y28, 5L8R, 6ZXS, 7DKZ","6YAC, 6YEZ, 6ZOO"
P12312,OK,True,40,6,"3A0B, 3A0H, 3WU2, 4IL6, 4UB6, 4UB8, 5B5E, 5B66, 5GTH, 5GTI","7CZL, 7D1T, 7D1U, 7DXA, 7DXH, 7EDA"
A0A0M3KL13,OK,True,1,1,4Y28,6ZOO
P12241,OK,True,40,6,"3A0B, 3A0H, 3WU2, 4IL6, 4UB6, 4UB8, 5B5E, 5B66, 5GTH, 5GTI","7CZL, 7D1T, 7D1U, 7DXA, 7DXH, 7EDA"
Q9SQL2,OK,True,11,3,"2O01, 2WSC, 2WSE, 2WSF, 3LW5, 4RKU, 4XK8, 4Y28, 5L8R, 6ZXS","6YAC, 6YEZ, 6ZOO"
Q99728,OK,True,5,5,"2NTE, 2R1Z, 3C5R, 3FA2, 6M14","7E8I, 7JZV, 7LYB, 7LYC, 8GRQ"
Q9GZU1,OK,True,3,6,"5TJA, 5TJB, 5TJC","5WJ5, 5WJ9, 6E7P, 6E7Y, 6E7Z, 7MGL"
P41895,OK,True,2,32,"5IP7, 5IP9","5FMF, 5FYW, 5FZ5, 5OQJ, 5OQM, 5SVA, 6GYK, 6GYL, 6GYM, 7MEI"
P29055,OK,True,4,32,"3K1F, 3K7A, 4BBR, 4BBS","4V1N, 4V1O, 5FMF, 5FYW, 5FZ5, 5OQJ, 5OQM, 5SVA, 6GYK, 6GYL"
P13352,OK,True,1,4,8H2U,"6IJO, 7D0J, 7DZ7, 7DZ8"
Q02939,OK,True,2,29,"3DGP, 3DOM","5FMF, 5OQJ, 5OQM, 5SVA, 6GYM, 7K01, 7K04, 7M2U, 7ML0, 7ML1"
Q9UI43,OK,True,1,3,2NYU,"7O9K, 7O9M, 7ODS"
P29994,OK,True,3,7,"3T8S, 3UJ0, 3UJ4","3JAV, 6MU1, 6MU2, 7LHE, 7LHF, 8EAQ, 8EAR"
Q7Z6M4,OK,True,2,13,"4FP9, 4FZV","7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF3, 7OF5, 7OF7, 7OIC"
P73953,OK,True,1,3,7EGL,"7CYE, 7CYF, 7EGK"
P05362,OK,True,9,5,"1D3L, 1IAM, 1IC1, 1MQ8, 1P53, 2OZ4, 3TCX, 5MZA, 6S8U","1D3E, 1D3I, 1Z7Z, 6EIT, 7BG7"
E0SJQ4,OK,True,16,15,"2YN6, 3RQU, 3RQW, 3UQ4, 3UQ5, 3UQ7, 4Z90, 4Z91, 5HEJ, 5HEO","6V03, 6V0B, 7L6Q, 7L6U, 8D63, 8D64, 8D65, 8D66, 8D67, 8F32"
A0A0F6NFW5,OK,True,1,3,6ZXS,"6YAC, 6YEZ, 6ZOO"
E1C9K8,OK,True,6,3,"3LW5, 4RKU, 4Y28, 5L8R, 6ZXS, 7DKZ","6YAC, 6YEZ, 6ZOO"
E1C9K6,OK,True,7,4,"3LW5, 4RKU, 4XK8, 4Y28, 5L8R, 6ZXS, 7DKZ","6LY5, 6YAC, 6YEZ, 6ZOO"
A0A0M3KL12,OK,True,4,3,"4Y28, 5L8R, 6ZXS, 7DKZ","6YAC, 6YEZ, 6ZOO"
E1C9L3,OK,True,6,3,"3LW5, 4RKU, 4XK8, 5L8R, 6ZXS, 7DKZ","6YAC, 6YEZ, 6ZOO"
P10793,OK,True,11,4,"2O01, 2WSC, 2WSE, 2WSF, 3LW5, 4RKU, 4XK8, 4Y28, 5L8R, 6ZXS","6LY5, 6YAC, 6YEZ, 6ZOO"
Q41038,OK,True,11,3,"2O01, 2WSC, 2WSE, 2WSF, 3LW5, 4RKU, 4XK8, 4Y28, 5L8R, 6ZXS","6YAC, 6YEZ, 6ZOO"
E1C9L1,OK,True,7,3,"3LW5, 4RKU, 4XK8, 4Y28, 5L8R, 6ZXS, 7DKZ","6YAC, 6YEZ, 6ZOO"
P42641,OK,True,2,6,"5M04, 8BFT","4CSU, 7BL2, 7BL3, 7BL4, 7BL5, 7BL6"
Q04673,OK,True,1,27,4WFQ,"5OQJ, 5OQM, 6GYM, 7K01, 7K04, 7M2U, 7ML0, 7ML1, 7ML2, 7ML3"
P02930,OK,True,6,7,"1EK9, 1TQQ, 2VDD, 2VDE, 2WMZ, 2XMN","5NG5, 5NIK, 5NIL, 5O66, 5V5S, 6WXH, 6WXI"
Q3E7C1,OK,True,2,29,"3DGP, 3DOM","5FMF, 5OQJ, 5OQM, 5SVA, 6GYM, 7K01, 7K04, 7M2U, 7ML0, 7ML1"
O00268,OK,True,2,29,"1H3O, 2P6V","6MZC, 6MZD, 6MZL, 6MZM, 7EDX, 7EG7, 7EG8, 7EG9, 7EGA, 7EGB"
Q16594,OK,True,1,30,6F3T,"6MZC, 6MZD, 6MZL, 6MZM, 7EDX, 7EG7, 7EG8, 7EG9, 7EGA, 7EGB"
Q7Z7C8,OK,True,2,29,"4WV4, 4WV6","5FUR, 6MZC, 6MZL, 6MZM, 7EDX, 7EG7, 7EG8, 7EG9, 7EGA, 7EGB"
