uniprotid,status,has_both,xray_count,em_count,xray_pdbs,em_pdbs
A0A8H6BYJ9,OK,True,4,1,"8CQ7, 8CQW, 8CRE, 8OEQ",8Q5I
Q59LS1,OK,True,8,7,"8C3A, 8CQ7, 8CQW, 8CRE, 8OEQ, 8OH6, 8OI5, 8OJ3","7PZY, 7Q08, 7Q0F, 7Q0P, 7Q0R, 8OGJ, 8Q5I"
A0A1D8PCI6,OK,True,8,7,"8C3A, 8CQ7, 8CQW, 8CRE, 8OEQ, 8OH6, 8OI5, 8OJ3","7PZY, 7Q08, 7Q0F, 7Q0P, 7Q0R, 8OGJ, 8Q5I"
A0A1D8PM75,OK,True,8,7,"8C3A, 8CQ7, 8CQW, 8CRE, 8OEQ, 8OH6, 8OI5, 8OJ3","7PZY, 7Q08, 7Q0F, 7Q0P, 7Q0R, 8OGJ, 8Q5I"
E5BBQ0,OK,True,2,5,"3KZY, 6Y8P","6RLA, 6RLB, 6SC2, 8DD7, 8TK7"
A0A8H6F0N4,OK,True,4,1,"8CQ7, 8CQW, 8CRE, 8OEQ",8Q5I
A0A8H6C3K1,OK,True,4,1,"8CQ7, 8CQW, 8CRE, 8OEQ",8Q5I
P21447,OK,True,27,13,"3G5U, 3G60, 3G61, 4KSB, 4KSC, 4KSD, 4LSG, 4M1M, 4M2S, 4M2T","6GDI, 6Q81, 7OTG, 7OTI, 7ZK4, 7ZK5, 7ZK6, 7ZK8, 7ZK9, 7ZKA"
A0A8H6BTS1,OK,True,4,1,"8CQ7, 8CQW, 8CRE, 8OEQ",8Q5I
A0A1D8PSK2,OK,True,8,7,"8C3A, 8CQ7, 8CQW, 8CRE, 8OEQ, 8OH6, 8OI5, 8OJ3","7PZY, 7Q08, 7Q0F, 7Q0P, 7Q0R, 8OGJ, 8Q5I"
A0A8H6BZ37,OK,True,4,1,"8CQ7, 8CQW, 8CRE, 8OEQ",8Q5I
A0A8H6F5V7,OK,True,4,1,"8CQ7, 8CQW, 8CRE, 8OEQ",8Q5I
P0CY39,OK,True,2,3,"5LYB, 5TGM","5WLC, 8EUB, 8EVP"
A0A1L4AA68,OK,True,2,21,"7OSA, 7OSM","5WLC, 6Q8Y, 6S47, 6SV4, 6T4Q, 6T7I, 6T83, 6WOO, 6XIQ, 6XIR"
P03952,OK,True,15,1,"2ANW, 2ANY, 4OGX, 4OGY, 5F8T, 5F8X, 5F8Z, 5TJX, 6I44, 6O1G",8FGX
Q6SZW1,OK,True,20,20,"6O0Q, 6O0R, 6O0S, 6O0T, 6O0U, 6O0V, 6O1B, 6QWV, 7NAG, 7NAH","6WPK, 6ZFX, 6ZG0, 6ZG1, 7ANW, 7CM5, 7CM6, 7CM7, 7DJT, 7KNQ"
P06992,OK,True,2,4,"1QYR, 3TPZ","4ADV, 7AFO, 7O5H, 8EYT"
P19490,OK,True,3,23,"2AWW, 2G2L, 3SAJ","6NJL, 6NJN, 6QKC, 6QKZ, 7OCA, 7OCC, 7OCD, 7OCE, 7OCF, 7QHB"
M1E1E4,OK,True,11,7,"5KWW, 5U68, 6A0Z, 6DC3, 6DC5, 6OUS, 6VKC, 6VKD, 6VKE, 6W16","5I08, 6CXC, 7AD1, 7FJN, 7QTI, 7ZRV, 8HFX"
P42081,OK,True,3,4,"1I85, 1NCN, 5YXK","8FXX, 8FXY, 8HXB, 8HXC"
P0C0S5,OK,True,12,6,"1F66, 3WA9, 4CAY, 4NFT, 5B31, 5B32, 5B33, 5CHL, 5FUG, 5Z30","7YRD, 7YRG, 8JHF, 8T9F, 8THU, 9C62"
A0A0R4I965,OK,True,2,1,"4S04, 4S05",8JO2
Q4FZB7,OK,True,4,6,"3S8P, 5CPR, 5WBV, 8T68","7YRD, 7YRG, 8JHF, 8JHG, 8T9F, 8T9H"
P04133,OK,True,5,7,"1P30, 3TG7, 5LDN, 5OGI, 6CGV","4V4U, 6B1T, 6EQC, 7S78, 8Q7C, 9CLI, 9CLN"
P62807,OK,True,2,64,"5GT0, 6ACO","5KGF, 6C0W, 6FML, 6R0C, 6RNY, 6SE0, 6SE6, 6SEE, 6SEF, 6SEG"
P54274,OK,True,8,7,"1H6O, 1W0T, 3BQO, 3L82, 5HKP, 5WIR, 5XUP, 8W8G","8F0A, 8F0U, 8F1T, 8F1U, 8F21, 8F26, 8OX1"
P0A817,OK,True,10,3,"1FUG, 1MXA, 1MXB, 1MXC, 1P7L, 1RG9, 1XRA, 1XRB, 1XRC, 7R2W","7OCK, 8BB1, 8P4O"
O95071,OK,True,3,8,"1I2T, 2QHO, 3PT3","8BJA, 8C06, 8C07, 8D4X, 8E0Q, 8EWI, 8P82, 8P83"
Q9BQA1,OK,True,72,7,"4GQB, 4X60, 4X61, 4X63, 5C9Z, 5EMJ, 5EMK, 5EML, 5EMM, 5FA5","6UGH, 7M05, 8CYI, 8G1U, 8X6L, 9E3A, 9E3B"
O14744,OK,True,73,8,"4GQB, 4X60, 4X61, 4X63, 5C9Z, 5EMJ, 5EMK, 5EML, 5EMM, 5FA5","6UGH, 7M05, 8CYI, 8G1U, 8X6L, 9E3A, 9E3B, 9E3C"
P05186,OK,True,2,1,"7YIV, 7YIW",7YIX
O14960,OK,True,1,2,5B0H,"7N2I, 8G2V"
Q8NRC3,OK,True,1,5,8P5S,"8P5T, 8P5U, 8P5V, 8P5W, 8P5X"
Q8A5Z1,OK,True,1,2,8OKV,"8P97, 8P98"
O75475,OK,True,9,12,"2B4J, 3F9K, 3HPG, 3HPH, 3U88, 4FU6, 5N88, 5OYM, 6TRJ","6S01, 7OUF, 7OUG, 7OUH, 7PEL, 7Z1Z, 8CBN, 8CBQ, 8PC5, 8PC6"
Q9U6Y3,OK,True,11,2,"2HQK, 2OTB, 2OTE, 4Q9W, 4Q9X, 4R6D, 6FP7, 6FP8, 6QSL, 6QSM","8IMX, 8IMY"
P35024,OK,True,4,8,"1MZP, 4V49, 4V4A, 4V4G","8HKU, 8HKY, 8HKZ, 8HL1, 8HL2, 8HL3, 8HL4, 8HL5"
P24530,OK,True,7,10,"5GLH, 5GLI, 5X93, 5XPR, 6IGK, 6IGL, 6LRY","8HBD, 8HCX, 8IY5, 8IY6, 8XGR, 8XVE, 8XVH, 8XWP, 8XWQ, 8ZRT"
P05305,OK,True,4,11,"1EDN, 1T7H, 5GLH, 6DK5","8HCQ, 8HCX, 8IY5, 8IY6, 8XGR, 8XVE, 8XVH, 8XVI, 8XWP, 8XWQ"
C5ATT6,OK,True,1,3,8J83,"7E5Z, 7VW6, 7XQW"
Q9IGQ6,OK,True,5,2,"3B7E, 3BEQ, 3CYE, 6D96, 6LXI","8E6J, 8E6K"
P18054,OK,True,1,4,3D3L,"8GHB, 8GHC, 8GHD, 8GHE"
Q8NQJ3,OK,True,1,1,4QCJ,8P5X
C5ATT7,OK,True,1,3,8J83,"7E5Z, 7VW6, 7XQW"
Q7K740,OK,True,19,13,"3VDJ, 3VDK, 3VDL, 6BQB, 6PBV, 6PBW, 7RQQ, 7RQR, 7RXI, 7RXJ","6MB3, 6MHG, 7V05, 8DYT, 8DYW, 8DYX, 8DYY, 8DZ3, 8DZ4, 8DZ5"
I6WZG6,OK,True,1,7,9BKX,"7P1T, 7PHM, 8IKA, 8PYS, 9GOT, 9HQ7, 9HQC"
Q1GBI9,OK,True,4,6,"5D3M, 5JSZ, 6FNP, 6ZG3","7NNT, 7NNU, 8BMP, 8BMQ, 8BMR, 8BMS"
O58404,OK,True,4,2,"1WY1, 4NWP, 4NWQ, 6X1I","6C9I, 8G3K"
P21146,OK,True,12,3,"1OMW, 1YM7, 2BCJ, 3PSC, 3PVU, 3PVW, 3UZS, 3UZT, 5HE0, 5HE2","8JPB, 8JPC, 8JPD"
Q8N6T7,OK,True,40,3,"3K35, 3PKI, 3PKJ, 3ZG6, 5MF6, 5MFP, 5MFZ, 5MGN, 5X16, 5Y2F","8F86, 8G57, 8OF4"
G0RYC2,OK,True,4,7,"4WVY, 4WW4, 5FM6, 5FM7","6FHS, 6FML, 8AV6, 8OO7, 8OOC, 8OOP, 8OOR"
Q1GBI8,OK,True,3,6,"5D3M, 6FNP, 6ZG3","7NNT, 7NNU, 8BMP, 8BMQ, 8BMR, 8BMS"
Q1GBJ0,OK,True,4,6,"5D3M, 5JSZ, 6FNP, 6ZG3","7NNT, 7NNU, 8BMP, 8BMQ, 8BMR, 8BMS"
Q5I3C1,OK,True,2,3,"6IZZ, 6J00","8GZP, 8GZQ, 8GZR"
Q9H9A5,OK,True,1,1,8BFI,8FY3
A5YKK6,OK,True,18,1,"4C0D, 4CQO, 4CRU, 4CRV, 4CRW, 4CT4, 4CT6, 4CT7, 4GMJ, 4GML",8FY3
Q13618,OK,True,6,20,"4AP2, 4APF, 4EOZ, 4HXI, 5NLB, 6I2M","8GQ6, 8H33, 8H34, 8H35, 8H36, 8H37, 8H38, 8H3A, 8H3F, 8H3Q"
Q05320,OK,True,30,20,"2EBO, 3CSY, 5FHC, 5HJ3, 5JQ3, 5JQ7, 5JQB, 6EA7, 6EAY, 6F5U","5KEL, 5KEM, 5KEN, 6QD7, 6QD8, 6S8D, 6S8I, 6S8J, 7KEJ, 7KEX"
Q13951,OK,True,7,10,"1E50, 1H9D, 4N9F, 6P59, 6VGD, 6VGE, 6VGG","6NIL, 8CX0, 8CX1, 8CX2, 8E40, 8FVI, 8FVJ, 8H0I, 8J62, 8SZK"
P12504,OK,True,2,7,"3DCG, 4N9F","6NIL, 8E40, 8FVI, 8FVJ, 8H0I, 8J62, 8SZK"
P06744,OK,True,12,1,"1IAT, 1IRI, 1JIQ, 1JLH, 1NUH, 6XUH, 6XUI, 8BBH, 9FCW, 9FHF",8P2K
G0RYI5,OK,True,4,7,"4WVY, 4WW4, 5FM6, 5FM7","6FHS, 6FML, 8AV6, 8OO7, 8OOC, 8OOP, 8OOR"
P53582,OK,True,36,4,"2B3H, 2B3K, 2B3L, 2G6P, 2GZ5, 2NQ6, 2NQ7, 4FLI, 4FLJ, 4FLK","8P2K, 9F1C, 9F1D, 9FQ0"
Q75PQ8,OK,True,1,1,8SIU,8SIY
A0A140UHX1,OK,True,1,1,8SIU,8SIY
Q13765,OK,True,3,8,"3LKX, 3MCB, 3MCE","7QWQ, 7QWR, 7QWS, 8P2K, 9F1B, 9F1C, 9F1D, 9FQ0"
G1T168,OK,True,3,78,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
P38919,OK,True,9,13,"2HXY, 2HYI, 2J0Q, 2J0S, 2J0U, 2XB2, 3EX7, 4C9B, 6YVH","5MQF, 5XJC, 5YZG, 6ICZ, 6QDV, 7A5P, 7W59, 7W5A, 7W5B, 7ZNJ"
Q9UKZ1,OK,True,3,1,"8BFH, 8BFI, 8BFJ",8FY3
O43660,OK,True,2,33,"4YVD, 7DH6","5MQF, 5XJC, 5YZG, 5Z56, 5Z57, 5Z58, 6FF4, 6FF7, 6ICZ, 6ID0"
O89342,OK,True,4,2,"1WP8, 5EJB, 6ILF, 6J2F","7KI6, 8DNR"
P48736,OK,True,105,2,"1E8Y, 1E8Z, 1HE8, 2A4Z, 2A5U, 2CHW, 2CHX, 2CHZ, 2V4L, 3APC","7MEZ, 8DP0"
Q9HCG8,OK,True,2,25,"4C9B, 6YVH","5MQF, 5XJC, 5YZG, 5Z56, 5Z57, 5Z58, 6FF7, 6ICZ, 6QDV, 6ZYM"
P53115,OK,True,1,7,5NBN,"8A5A, 8A5O, 8ETS, 8ETU, 8ETW, 8EU9, 8EUF"
Q14562,OK,True,4,9,"3I4U, 6HYS, 6HYT, 6HYU","5MQF, 5XJC, 6ICZ, 6QDV, 7W59, 7W5A, 7W5B, 8C6J, 9FMD"
Q9HC16,OK,True,12,5,"3E1U, 3IQS, 3IR2, 3V4J, 3V4K, 4ROV, 4ROW, 5ZVA, 5ZVB, 6BUX","8CX0, 8CX1, 8CX2, 8H0I, 8J62"
A0A5F9D2E6,OK,True,3,56,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZZ, 6D90, 6D9J, 6P4G"
P23930,OK,True,10,6,"5N6H, 5N6L, 5XHQ, 6NWR, 6Q3A, 7ACI, 8AQ3, 8AQ4, 8Q2P, 8RQR","8B0K, 8B0L, 8B0M, 8B0N, 8B0O, 8B0P"
Q9Y5S9,OK,True,6,12,"1P27, 2HYI, 2J0Q, 2J0S, 2XB2, 3EX7","5XJC, 5YZG, 6ICZ, 6QDV, 7A5P, 7W59, 7W5A, 7W5B, 7ZNJ, 8C6J"
P61326,OK,True,6,8,"1P27, 2HYI, 2J0Q, 2J0S, 2XB2, 3EX7","7A5P, 7W59, 7W5A, 7W5B, 7ZNJ, 8C6J, 8I0W, 9FMD"
Q9H2H8,OK,True,3,1,"1XYH, 2OJU, 2OK3",8C6J
Q9UJV9,OK,True,4,1,"2P6N, 5GVR, 5GVS, 5H1Y",8C6J
Q9UNP9,OK,True,5,23,"1ZMF, 2R99, 3LPY, 3MDF, 3UCH","5MQF, 5YZG, 5Z56, 5Z57, 6FF7, 6ICZ, 6ID0, 6ID1, 7A5P, 7ABI"
Q9Y221,OK,True,2,6,"1SQW, 1T5Y","8FKT, 8FKU, 8FKV, 8FKW, 8FKX, 8FKY"
P41223,OK,True,3,33,"4OED, 4OH6, 4OKB","5MQF, 5XJC, 5YZG, 5Z56, 5Z57, 6FF4, 6FF7, 6ICZ, 6ID0, 6ID1"
Q9H6Y2,OK,True,1,1,7KQQ,8FKY
O60306,OK,True,1,26,4PJ3,"5MQF, 5XJC, 5YZG, 5Z56, 5Z57, 6FF7, 6ICZ, 6ID0, 6ID1, 6QDV"
Q9Y3C6,OK,True,1,25,2X7K,"5MQF, 5XJC, 5YZG, 5Z56, 5Z57, 6FF4, 6FF7, 6ICZ, 6ID0, 6ID1"
Q9NVX2,OK,True,1,11,6WAJ,"8FL0, 8FL2, 8FL3, 8FL4, 8INK, 8IPD, 8IPX, 8IPY, 8IR1, 8IR3"
Q9UMS4,OK,True,1,22,4LG8,"5MQF, 5XJC, 5YZG, 5Z56, 5Z57, 6FF7, 6ICZ, 6ID0, 6ID1, 6QDV"
P10809,OK,True,2,11,"4PJ1, 6HT7","6MRC, 6MRD, 7AZP, 7L7S, 8G7J, 8G7K, 8G7L, 8G7M, 8G7N, 8G7O"
P61604,OK,True,2,4,"4PJ1, 6HT7","6MRC, 6MRD, 8G7N, 8G7O"
D9IEF7,OK,True,66,9,"4PJZ, 4PK0, 4PLA, 4U15, 4U16, 4XSJ, 4YC4, 5BZ6, 5I0N, 5NX0","4UIS, 6VMS, 7EVY, 7EVZ, 7EW0, 7EW7, 7SYF, 7YM8, 7YMH"
Q9NVP1,OK,True,1,10,3LY5,"8FKP, 8FKQ, 8FKR, 8FKS, 8FKT, 8FKU, 8FKV, 8FKW, 8FKX, 8FKY"
Q58DU5,OK,True,1,6,1IRU,"7DR6, 7DR7, 7DRW, 8AZK, 8FZ5, 8FZ6"
Q8N0Z6,OK,True,1,3,2XVS,"6T59, 7QWS, 8BPO"
Q3MHN0,OK,True,1,3,1IRU,"8AZK, 8FZ5, 8FZ6"
Q3T0X5,OK,True,1,6,1IRU,"7DR6, 7DR7, 7DRW, 8AZK, 8FZ5, 8FZ6"
Q5E987,OK,True,1,6,1IRU,"7DR6, 7DR7, 7DRW, 8AZK, 8FZ5, 8FZ6"
Q9GZL7,OK,True,2,1,"6N31, 6P0Q",8FKY
Q3ZBG0,OK,True,1,6,1IRU,"7DR6, 7DR7, 7DRW, 8AZK, 8FZ5, 8FZ6"
Q5E9K0,OK,True,1,6,1IRU,"7DR6, 7DR7, 7DRW, 8AZK, 8FZ5, 8FZ6"
Q2YDE4,OK,True,1,6,1IRU,"7DR6, 7DR7, 7DRW, 8AZK, 8FZ5, 8FZ6"
Q13309,OK,True,7,14,"1FQV, 1FS1, 1FS2, 1LDK, 2ASS, 2AST, 7LUO","7B5L, 7B5M, 7B5R, 7Z8T, 7Z8V, 7ZBW, 7ZBZ, 8BYA, 8BYL, 8CDJ"
Q2N0S7,OK,True,2,22,"5I8C, 6WX2","6CDE, 6CDI, 6CM3, 6CRQ, 6CUE, 6DID, 6MAR, 6MN7, 6MPG, 6MPH"
P62877,OK,True,10,64,"1LDJ, 1LDK, 1U6G, 2HYE, 3DPL, 3DQV, 3RTR, 4F52, 4P5O, 5N4W","6R6H, 6R7F, 6R7H, 6R7I, 6R7N, 6TTU, 7B5L, 7B5M, 7B5N, 7B5S"
Q9S2N0,OK,True,1,8,5XX9,"6K3O, 6K43, 6K4M, 7Y6F, 7Y6G, 7Y6P, 8JAX, 8JB0"
Q96GG9,OK,True,19,2,"3TDU, 3TDZ, 4P5O, 5UFI, 5V83, 5V86, 5V88, 6B5Q, 6BG3, 6BG5","8OR2, 8OR3"
Q86VP6,OK,True,2,12,"1U6G, 4A0C","7Z8R, 7Z8T, 7Z8V, 7ZBW, 7ZBZ, 8CDJ, 8CDK, 8H3Q, 8OR0, 8OR2"
Q2TBP0,OK,True,1,3,1IRU,"8AZK, 8FZ5, 8FZ6"
Q3ZCK9,OK,True,1,6,1IRU,"7DR6, 7DR7, 7DRW, 8AZK, 8FZ5, 8FZ6"
Q3T0Y5,OK,True,1,6,1IRU,"7DR6, 7DR7, 7DRW, 8AZK, 8FZ5, 8FZ6"
Q3T108,OK,True,1,6,1IRU,"7DR6, 7DR7, 7DRW, 8AZK, 8FZ5, 8FZ6"
Q2TBX6,OK,True,1,6,1IRU,"7DR6, 7DR7, 7DRW, 8AZK, 8FZ5, 8FZ6"
Q14204,OK,True,1,29,5OWO,"5NUG, 6F1T, 6F1U, 6F1V, 6F1Y, 6F38, 6F3A, 7Z8F, 7Z8G, 7Z8H"
Q32KL2,OK,True,1,3,1IRU,"8AZK, 8FZ5, 8FZ6"
P41181,OK,True,5,2,"4NEF, 4OJ2, 6QF5, 8GHJ, 8OEE","8GCL, 8VVX"
P33672,OK,True,1,6,1IRU,"7DR6, 7DR7, 7DRW, 8AZK, 8FZ5, 8FZ6"
Q9Y2T5,OK,True,3,2,"6LI0, 6LI1, 6LI2","6LI3, 8HMP"
Q9HBA0,OK,True,2,15,"4DX1, 4DX2","7AA5, 8FC7, 8FC8, 8FC9, 8FCA, 8FCB, 8JU5, 8JU6, 8JVI, 8JVJ"
Q14416,OK,True,6,23,"4XAQ, 4XAS, 5CNI, 5CNJ, 5KZN, 5KZQ","7E9G, 7EPA, 7EPB, 7EPD, 7MTQ, 7MTR, 7MTS, 8JCU, 8JCV, 8JCW"
A5F5Y4,OK,True,6,11,"4UAJ, 8ACW, 8AD0, 8AD3, 8AD4, 8AD5","7XK3, 7XK4, 7XK5, 7XK6, 7XK7, 8A1T, 8A1V, 8A1W, 8A1X, 8A1Y"
P63208,OK,True,34,27,"1FQV, 1FS1, 1FS2, 1LDK, 1P22, 2ASS, 2AST, 2E31, 2E32, 2OVP","6TTU, 6VCD, 6WCQ, 7B5L, 7B5M, 7B5R, 7Z8B, 7Z8T, 7Z8V, 7ZBW"
A5F5Y5,OK,True,2,11,"8ACW, 8AD0","7XK3, 7XK4, 7XK5, 7XK6, 7XK7, 8A1T, 8A1V, 8A1W, 8A1X, 8A1Y"
Q13616,OK,True,10,24,"1LDJ, 1LDK, 1U6G, 3RTR, 3TDU, 3TDZ, 4F52, 4P5O, 5V89, 8CAF","6TTU, 6WCQ, 7B5L, 7B5M, 7B5N, 7B5R, 7B5S, 7Z8R, 7Z8T, 7Z8V"
A5F5Y6,OK,True,2,11,"8ACW, 8AD0","7XK3, 7XK4, 7XK5, 7XK6, 7XK7, 8A1T, 8A1V, 8A1W, 8A1X, 8A1Y"
A5F5Y7,OK,True,3,11,"4U9S, 8ACW, 8AD0","7XK3, 7XK4, 7XK5, 7XK6, 7XK7, 8A1T, 8A1V, 8A1W, 8A1X, 8A1Y"
A5F5X0,OK,True,2,11,"8ACW, 8AD0","7XK3, 7XK4, 7XK5, 7XK6, 7XK7, 8A1T, 8A1V, 8A1W, 8A1X, 8A1Y"
Q6WB93,OK,True,1,2,4UCJ,"6U5O, 8FPJ"
P40339,OK,True,1,43,1SXJ,"7SGZ, 7SH2, 7ST9, 7STB, 7STE, 7TFH, 7TFI, 7TFJ, 7TFK, 7TFL"
Q01852,OK,True,2,1,"2FXT, 3QK9",8E1M
P03302,OK,True,6,7,"1PIV, 1PVC, 1VBA, 1VBB, 1VBC, 1VBE","3EPD, 3IYB, 3IYC, 5O5B, 5O5P, 8E8R, 8E8X"
P06210,OK,True,1,1,1EAH,3EPF
C5CSP6,OK,True,1,1,7YLS,8H2T
P47900,OK,True,2,2,"4XNV, 4XNW","7XXH, 8WJX"
P14941,OK,True,13,1,"1BXZ, 1YKF, 2NVB, 3FPC, 3FPL, 3FSR, 3FTN, 6SDM, 7F3P, 7UTC",7XY9
Q5SJX7,OK,True,1,4,3ERR,"8FCY, 8FD6, 8FDT, 8FDU"
Q9BUH6,OK,True,4,7,"3WTD, 3WTF, 4WJA, 8ASC","7ZWA, 7ZYG, 8BH3, 8BHV, 8BHY, 8EZA, 8EZB"
P12956,OK,True,8,29,"1JEQ, 1JEY, 3RZX, 6ERF, 6ERG, 6ERH, 7Z6O, 8ASC","5Y3R, 6ZHA, 6ZHE, 7AXZ, 7K0Y, 7K1J, 7K1K, 7K1N, 7LSY, 7LT3"
Q8A6W3,OK,True,5,8,"5T3R, 5T4Y, 6Z8I, 6Z9A, 6ZAZ","6ZLT, 6ZLU, 6ZM1, 8A9Y, 8AA0, 8AA1, 8AA2, 8AA3"
Q14832,OK,True,5,15,"3SM9, 4XAR, 5CNK, 5CNM, 6B7H","7WI6, 7WI8, 7WIH, 8JCU, 8JCV, 8JCW, 8JCX, 8JCY, 8JCZ, 8JD0"
P62942,OK,True,65,16,"1A7X, 1B6C, 1BKF, 1BL4, 1D6O, 1D7H, 1D7I, 1D7J, 1EYM, 1FAP","7EPD, 8ERA, 8JCU, 8JCV, 8JCW, 8JCX, 8JCY, 8JCZ, 8JD0, 8JD1"
P02701,OK,True,35,1,"1AVD, 1AVE, 1IJ8, 1LDO, 1LDQ, 1LEL, 1NQN, 1RAV, 1VYO, 2A5B",7ZYL
A5F5X1,OK,True,2,11,"8ACW, 8AD0","7XK3, 7XK4, 7XK5, 7XK6, 7XK7, 8A1T, 8A1V, 8A1W, 8A1X, 8A1Y"
P38251,OK,True,1,40,1SXJ,"7SGZ, 7SH2, 7ST9, 7STB, 7STE, 7TFH, 7TFI, 7TFJ, 7TFK, 7TFL"
P40348,OK,True,1,43,1SXJ,"7SGZ, 7SH2, 7ST9, 7STB, 7STE, 7TFH, 7TFI, 7TFJ, 7TFK, 7TFL"
O85042,OK,True,1,2,2FGY,"7SMK, 7SNV"
P38629,OK,True,1,43,1SXJ,"7SGZ, 7SH2, 7ST9, 7STB, 7STE, 7TFH, 7TFI, 7TFJ, 7TFK, 7TFL"
P45686,OK,True,2,3,"1SVD, 6UEW","7SMK, 7SNV, 7ZBT"
P51787,OK,True,8,10,"3BJ4, 3HFC, 3HFE, 4UMO, 4V0C, 7VUO, 7VVD, 7VVH","6UZZ, 6V00, 6V01, 7XNI, 7XNK, 7XNL, 7XNN, 8SIK, 8SIM, 8SIN"
C5CSP7,OK,True,1,1,7YLS,8H2T
O14842,OK,True,4,5,"4PHU, 5KW2, 5TZR, 5TZY","8EIT, 8EJC, 8EJK, 8T3V, 9K1C"
Q9H9Q4,OK,True,8,10,"2QM4, 2R9A, 3Q4F, 3RWR, 3SR2, 3W03, 6ERG, 6ERH","7LSY, 7LT3, 7NFC, 7NFE, 7ZYG, 8BHV, 8BHY, 8BOT, 8EZA, 8EZB"
P49327,OK,True,16,17,"1XKT, 2CG5, 2JFD, 2JFK, 2PX6, 3HHD, 3TJM, 4PIV, 4W82, 4W9N","8EYI, 8EYK, 8GKC, 8VF7, 8VG4, 8VLE, 8VLO, 8VLP, 8VM0, 8VM5"
P13010,OK,True,9,31,"1JEQ, 1JEY, 3RZ9, 6ERF, 6ERG, 6ERH, 7K17, 7Z6O, 8ASC","5Y3R, 6ZH6, 6ZHA, 6ZHE, 7AXZ, 7K0Y, 7K1J, 7K1K, 7K1N, 7LSY"
Q8A6W4,OK,True,6,7,"5LX8, 5T3R, 5T4Y, 6Z8I, 6Z9A, 6ZAZ","6ZLT, 6ZLU, 6ZM1, 8AA0, 8AA1, 8AA2, 8AA3"
P20050,OK,True,1,1,5YYZ,8CWW
C7S1Y2,OK,True,1,1,6OSR,8DIS
P03135,OK,True,1,16,1LP3,"3J1S, 3J4P, 5IPI, 5IPK, 6CBE, 6E9D, 6IH9, 6IHB, 6NZ0, 6U0R"
P35462,OK,True,1,5,3PBL,"7CMU, 7CMV, 8IRT, 9F33, 9F34"
O85040,OK,True,2,3,"1SVD, 6UEW","7SMK, 7SNV, 7ZBT"
Q9NRK6,OK,True,4,2,"3ZDQ, 4AYT, 4AYW, 4AYX","7Y48, 7Y49"
P53396,OK,True,17,18,"3MWD, 3MWE, 3PFF, 5TDE, 5TDF, 5TDM, 5TDZ, 5TE1, 5TEQ, 5TES","6O0H, 6POE, 6POF, 6UI9, 6UIA, 6UUW, 6UUZ, 6UV5, 7LIW, 7LJ9"
Q9TYS3,OK,True,1,1,7URH,8CU8
