uniprotid,status,has_both,xray_count,em_count,xray_pdbs,em_pdbs
C5A3Z3,OK,True,3,4,"6P0F, 6P0G, 6UT3","6UT4, 6UT5, 6UT7, 6UT8"
Q02817,OK,True,4,7,"6RBF, 6TM6, 7PRL, 8CK2","6TM2, 7A5O, 7POV, 7PP6, 7QCL, 7QCN, 7QCU"
Q04377,OK,True,2,6,"5OMD, 8B4J","5X6O, 6Z2W, 6Z2X, 6Z3A, 7WZR, 7WZW"
P11311,OK,True,1,2,6RC9,"7BWM, 8ROR"
Q85G73,OK,True,1,4,6FOS,"5ZGB, 5ZGH, 6LY5, 7BLZ"
A4GGC6,OK,True,1,1,4XK8,6LY5
A5Z2K3,OK,True,1,1,4XK8,6LY5
B7FRW2,OK,True,1,1,6A2W,6LY5
E9PR30,OK,True,1,1,5VYC,6XA1
A0A0M3KL10,OK,True,4,3,"4Y28, 5L8R, 6ZXS, 7DKZ","6YAC, 6YEZ, 6ZOO"
P0C5Z0,OK,True,1,2,6A7U,"6M4G, 6M4H"
Q5M4D0,OK,True,2,1,"6W1E, 6W1F",7JI0
P00879,OK,True,1,5,6KKM,"6LRR, 6LRS, 6Z1F, 6Z1G, 7XSD"
P49302,OK,True,11,1,"1CN3, 1SID, 1SIE, 1VPN, 1VPS, 5CPU, 5CPW, 5CPX, 5CPY, 5CPZ",7K25
P18206,OK,True,29,6,"1RKC, 1RKE, 1SYQ, 1TR2, 1YDI, 2GWW, 2HSQ, 2IBF, 3H2U, 3H2V","3JBK, 6UPW, 7KTT, 7KTU, 7KTV, 7KTW"
P58555,OK,True,3,2,"6HAS, 6Z1D, 6Z1E","6Z1F, 6Z1G"
P02526,OK,True,8,2,"1AMM, 1DSL, 1GAM, 1GCS, 1I5I, 4GCR, 4W9A, 4W9B","6QDW, 6YS3"
P39730,OK,True,5,3,"3WBI, 3WBJ, 3WBK, 4N3S, 4NCF","4V8Y, 4V8Z, 6WOO"
Q38BM8,OK,True,1,2,3IPM,"6UTH, 6UTJ"
Q8C6L5,OK,True,48,6,"4K8V, 4K96, 4K97, 4K98, 4K99, 4K9A, 4K9B, 4LEY, 4LEZ, 4O6A","6X59, 6X5A, 6XJD, 7A08, 7JO9, 7JOA"
P21784,OK,True,14,14,"2V83, 2V85, 2V86, 2V87, 2V88, 2V89, 4WWX, 5ZDZ, 5ZE0, 5ZE1","6CG0, 6CIJ, 6OEM, 6OEN, 6OEO, 6OEP, 6OEQ, 6OER, 6OES, 6OET"
P81172,OK,True,2,1,"3H0T, 4QAE",6WBV
P64604,OK,True,2,6,"5UW2, 5UW8","6ZY9, 7CGE, 7CGN, 7CH0, 8OJ4, 8OJG"
P63386,OK,True,1,5,6XGZ,"7CGE, 7CGN, 7CH0, 7CH6, 7CH7"
P64602,OK,True,2,9,"6XGY, 6XGZ","6ZY2, 6ZY3, 6ZY4, 6ZY9, 7CGE, 7CGN, 7CH0, 7CH6, 7CH7"
P15919,OK,True,11,14,"1RMD, 3GNA, 3GNB, 4WWX, 5ZDZ, 5ZE0, 5ZE1, 5ZE2, 6CIK, 6CIL","6CG0, 6CIJ, 6OEM, 6OEN, 6OEO, 6OEP, 6OEQ, 6OER, 6OES, 6OET"
P16615,OK,True,3,12,"5ZTF, 6JJU, 7BT2","6LLE, 6LLY, 6LN5, 6LN6, 6LN7, 6LN8, 6LN9, 7E7S, 7W7T, 7W7U"
P25006,OK,True,61,2,"1KCB, 1NIA, 1NIB, 1NIC, 1NID, 1NIE, 1NIF, 1RZP, 1RZQ, 2AVF","6KNF, 6KNG"
Q5JIY8,OK,True,1,3,8A8S,"6SKF, 6SKG, 6TH6"
Q972K4,OK,True,1,1,6M35,6M3X
P32591,OK,True,2,5,"2FQ3, 6L9J","6UXV, 6UXW, 7C4J, 7EGM, 7EGP"
P53218,OK,True,1,5,3IAB,"6AGB, 6AH3, 6W6V, 7C79, 7C7A"
P38291,OK,True,1,5,3IAB,"6AGB, 6AH3, 6W6V, 7C79, 7C7A"
P0AFX0,OK,True,1,3,4V8H,"6H4N, 6H58, 6Y69"
Q9UBS5,OK,True,10,13,"4MQE, 4MQF, 4MR7, 4MR8, 4MR9, 4MRM, 4MS1, 4MS3, 4MS4, 4PAS","6UO8, 6UO9, 6UOA, 6VJM, 6W2X, 6W2Y, 6WIV, 7C7Q, 7C7S, 7CA3"
D0FXV2,OK,True,1,3,6QPH,"6RHZ, 6SL5, 6YXR"
P0AEA2,OK,True,2,6,"4UV2, 4UV3","6L7A, 6L7C, 6LQH, 6LQJ, 6SI7, 7BRM"
P53330,OK,True,2,10,"4I6M, 5TGC","6KW3, 6KW4, 6KW5, 6TDA, 6UXW, 6V92, 6VZ4, 6VZG, 7C4J, 7EGP"
P18480,OK,True,1,6,6L9J,"6UXV, 6UXW, 7C4J, 7EG6, 7EGM, 7EGP"
P22082,OK,True,2,13,"4I6M, 7VRC","5X0X, 5X0Y, 5Z3L, 5Z3O, 5Z3U, 5Z3V, 6IY2, 6IY3, 6UXV, 6UXW"
Q12406,OK,True,3,10,"3WEE, 4I6M, 5TGC","6KW3, 6KW4, 6KW5, 6TDA, 6UXW, 6V92, 6VZ4, 6VZG, 7C4J, 7EGP"
Q05123,OK,True,3,10,"3WEE, 4I6M, 5TGC","6KW3, 6KW4, 6KW5, 6TDA, 6UXW, 6V92, 6VZ4, 6VZG, 7C4J, 7EGP"
A8JNZ2,OK,True,1,1,8X7X,6M15
Q6B856,OK,True,227,42,"1SA0, 1SA1, 1TVK, 1Z2B, 3DU7, 3E22, 4I4T, 4I50, 4I55, 4IHJ","2P4N, 2WBE, 2XRP, 3DCO, 3IZ0, 3J1T, 3J1U, 3J2U, 4AQV, 4AQW"
O75899,OK,True,14,12,"4F11, 4F12, 4MQE, 4MQF, 4MR7, 4MR8, 4MR9, 4MRM, 4MS1, 4MS3","6UO8, 6UO9, 6UOA, 6VJM, 6W2X, 6WIV, 7C7Q, 7C7S, 7CA3, 7CA5"
D0FXZ0,OK,True,1,3,6QPH,"6RHZ, 6SL5, 6YXR"
D0FXW7,OK,True,1,3,6QPH,"6RHZ, 6SL5, 6YXR"
C1K003,OK,True,1,3,6QPH,"6RHZ, 6SL5, 6YXR"
C1K004,OK,True,1,3,6QPH,"6RHZ, 6SL5, 6YXR"
D0FXW0,OK,True,1,3,6QPH,"6RHZ, 6SL5, 6YXR"
Q92900,OK,True,10,1,"2GJK, 2GK6, 2GK7, 2IYK, 2WJV, 2WJY, 2XZO, 2XZP, 6EJ5, 8RXB",6Z3R
P0ABH9,OK,True,11,16,"1K6K, 1KSF, 1LZW, 1MBU, 1MBV, 1MBX, 1MG9, 1R6B, 1R6C, 1R6O","5OFO, 5OG1, 6UQE, 6UQO, 6W1Z, 6W20, 6W21, 6W22, 6W23, 6W24"
Q9UBC3,OK,True,27,5,"3FLG, 3QKJ, 5CIU, 5NR3, 5NRR, 5NRS, 5NRV, 5NV0, 5NV2, 5NV7","6PA7, 8EIH, 8EII, 8EIJ, 8EIK"
P03300,OK,True,49,23,"1AL2, 1AR6, 1AR7, 1AR8, 1AR9, 1ASJ, 1FPT, 1HXS, 1L1N, 1PO1","1DGI, 1NN8, 1XYR, 3EPC, 3IYB, 3IYC, 3J3O, 3J3P, 3J48, 3J8F"
F4MWM9,OK,True,1,1,4Z42,6YL3
A0R612,OK,True,1,1,7BVH,7BVE
A0A0J9X221,OK,True,1,2,5TGM,"4UER, 6TB3"
Q12514,OK,True,1,2,4BY6,"6TB3, 8K82"
H6QM91,OK,True,8,9,"4WSB, 5M3H, 6EVJ, 6EVK, 6FHH, 6FHI, 9F2R, 9F37","6SZU, 6SZV, 6T0N, 6T0R, 6T0S, 6T0U, 6T0V, 6T2C, 6TW1"
H6QM92,OK,True,9,9,"4NFZ, 4WSB, 5M3H, 6EVJ, 6EVK, 6FHH, 6FHI, 9F2R, 9F37","6SZU, 6SZV, 6T0N, 6T0R, 6T0S, 6T0U, 6T0V, 6T2C, 6TW1"
P81947,OK,True,216,32,"4I4T, 4I50, 4I55, 4IHJ, 4IIJ, 4O2A, 4O2B, 4O4H, 4O4I, 4O4J","3DCO, 3EDL, 3IZ0, 3J1T, 3J1U, 3J2U, 4UXO, 4UXP, 4UXR, 4UXS"
Q16602,OK,True,17,6,"3AQF, 3N7P, 3N7R, 3N7S, 4RWF, 4RWG, 5V6Y, 6D1U, 6UMG, 6V2E","6E3Y, 6UUN, 6UUS, 6UVA, 7KNT, 7KNU"
P02792,OK,True,12,1,"2FFX, 2FG4, 2FG8, 3KXU, 4V6B, 5LG8, 6TR9, 6TS0, 6TS1, 6TSA",6WX6
Q97YJ9,OK,True,1,16,6JD2,"6JCV, 6JCW, 6JCZ, 6JD1, 6KOU, 6KPA, 6KPE, 6KPH, 6KPI, 6KPJ"
P35318,OK,True,3,3,"4RWF, 5V6Y, 6V2E","6UUN, 6UUS, 7VV0"
Q56307,OK,True,1,1,6SD0,6S6Z
Q1WK45,OK,True,1,1,6O3V,6O6B
P76272,OK,True,1,12,6VCI,"6KZ3, 6KZ4, 6V0C, 6V0D, 6V0E, 6V0F, 6V0G, 6V0H, 6V0I, 6V0J"
Q1XA76,OK,True,16,3,"2QTS, 3IJ4, 3S3W, 3S3X, 4FZ0, 4FZ1, 4NTW, 4NTX, 4NTY, 4NYK","6AVE, 6VTK, 6VTL"
F4MWM7,OK,True,1,1,4Z42,6YL3
P01833,OK,True,3,11,"1XED, 2OCW, 5D4K","6KXS, 6LX3, 6LXW, 6UE7, 6UE8, 6UE9, 6UEA, 7K0C, 7YSG, 8SKU"
F4MWM8,OK,True,1,1,4Z42,6YL3
H6QM90,OK,True,8,9,"4WSB, 5M3H, 6EVJ, 6EVK, 6FHH, 6FHI, 9F2R, 9F37","6SZU, 6SZV, 6T0N, 6T0R, 6T0S, 6T0U, 6T0V, 6T2C, 6TW1"
P60615,OK,True,3,1,"1HC9, 2ABX, 8DA1",6UWZ
Q7Z4H4,OK,True,1,1,6D1U,6UVA
Q12513,OK,True,1,1,6QL7,6QL5
Q87TN7,OK,True,4,1,"3PJZ, 4J9U, 6V4K, 6V4L",6V4J
P34998,OK,True,8,2,"3EHS, 3EHT, 3EHU, 4K5Y, 4Z9G, 8GTG, 8GTI, 8GTM","6P9X, 6PB0"
P01876,OK,True,5,7,"1IGA, 1OW0, 2ESG, 2QEJ, 3CHN","6LX3, 6LXW, 6UE7, 6XJA, 7UVL, 8SKU, 8SKV"
P01877,OK,True,1,3,3CM9,"6UE8, 6UE9, 6UEA"
Q6N089,OK,True,18,1,"1U6A, 2OQJ, 3CFJ, 3CFK, 3MNV, 3QCT, 3QCU, 3QCV, 4HPY, 4NUJ",6V8Z
Q6P5S8,OK,True,16,1,"2NXY, 2NXZ, 2NY0, 2NY1, 2NY2, 2NY3, 2NY4, 2NY5, 2NY6, 5WKO",6V8Z
S6B2B6,OK,True,3,2,"5W1K, 5W6C, 5W6G","6UDJ, 6UDK"
P39476,OK,True,13,7,"1BNZ, 1C8C, 5B02, 5B03, 5B0I, 5B0J, 5B0K, 5B0L, 5B0M, 5GWV","5U1C, 6PUT, 6PUW, 6PUY, 6PUZ, 6V3K, 6VOY"
O32739,OK,True,2,2,"6UWI, 6UWO","6UWR, 6UWT"
Q46220,OK,True,9,2,"1GIQ, 1GIR, 3BUZ, 4GY2, 4H03, 4H0T, 4H0V, 4H0X, 4H0Y","6KLO, 6KLW"
Q87KD2,OK,True,4,1,"4J9U, 4J9V, 6V4K, 6V4L",6V4J
Q980K5,OK,True,1,1,3OZX,6TMF
P06850,OK,True,2,1,"3EHT, 3EHU",6P9X
Q8N355,OK,True,7,2,"2DD8, 4FQQ, 4HK0, 4HK3, 5UGY, 6DC3, 6VPY","6UDJ, 6UDK"
Q6PIL8,OK,True,12,2,"1U6A, 3DVG, 3DVN, 3EYQ, 3HI1, 4OQT, 5UG0, 5W1K, 6BKB, 6BKD","6UDJ, 6V8X"
Q9JZ38,OK,True,7,3,"5DKP, 6NAH, 6NAQ, 6NAW, 6NAY, 6W9T, 8SZN","6VFS, 6VFX, 7KR2"
Q7K1U0,OK,True,3,3,"6S7X, 6S7Y, 6SID","6TAP, 6TAR, 6TAS"
P14618,OK,True,52,4,"1T5A, 1ZJH, 3BJF, 3BJT, 3G2G, 3GQY, 3GR4, 3H6O, 3ME3, 3SRD","6TTF, 6TTH, 6TTI, 6TTQ"
