uniprotid,status,has_both,xray_count,em_count,xray_pdbs,em_pdbs
Q13085,OK,True,3,7,"2YL2, 3COJ, 4ASI","6G2D, 6G2H, 6G2I, 8XKZ, 8XL0, 8XL1, 8XL2"
B4XEP4,OK,True,1,2,8VQR,"8YF2, 8YFT"
P0A6G7,OK,True,8,26,"1TYF, 1YG6, 1YG8, 2FZS, 3HLN, 3MT6, 6NB1, 7MK5","6PO1, 6PO3, 6POD, 6POS, 6PPE, 6UQE, 6UQO, 6W1Z, 6W20, 6W21"
P0ABQ4,OK,True,152,3,"1DDR, 1DDS, 1DHI, 1DHJ, 1DRA, 1DRB, 1DRE, 1DRH, 1DYH, 1DYI","8HCO, 8V9R, 9C87"
A0R0B3,OK,True,1,7,7BVH,"7BVC, 7BVE, 7BVF, 7BVG, 7BWR, 7BX8, 9DP6"
P0A6H1,OK,True,12,19,"2DS5, 2DS6, 2DS7, 2DS8, 3HTE, 3HWS, 4I34, 4I4L, 4I5O, 4I63","6PO1, 6PO3, 6POD, 6POS, 6PP5, 6PP6, 6PP7, 6PP8, 6PPE, 6WR2"
P06396,OK,True,55,2,"1C0F, 1C0G, 1D4X, 1DEJ, 1EQY, 1ESV, 1H1V, 1KCQ, 1MDU, 1NLV","8VIZ, 8VKH"
Q9Y5N1,OK,True,1,6,7F61,"8YN5, 8YN6, 8YN7, 8YN8, 8YUU, 8YUV"
P09471,OK,True,1,56,6FUF,"6G79, 6K41, 6OIK, 6WWZ, 7D76, 7D77, 7EJ0, 7EJ8, 7EJA, 7EJK"
P46060,OK,True,13,1,"1Z5S, 2GRN, 2GRO, 2GRP, 2GRQ, 2GRR, 2IO2, 2IO3, 2IY0, 3UIN",9B62
P49792,OK,True,28,3,"1RRP, 1Z5S, 3UIN, 3UIO, 3UIP, 4GA0, 4I9Y, 4L6E, 4LQW, 5CLL","7R5J, 7R5K, 9B62"
P62826,OK,True,125,2,"1I2M, 1IBR, 1K5D, 1K5G, 1QBK, 1RRP, 3CH5, 3EA5, 3GJ0, 3GJ3","8UX1, 9B62"
K4L8Z7,OK,True,6,1,"8TUF, 8U1V, 8U1W, 9D9T, 9DAJ, 9DEY",9BI9
P63279,OK,True,28,1,"1A3S, 1KPS, 1Z5S, 2GRN, 2GRO, 2GRP, 2GRQ, 2GRR, 2O25, 2PE6",9B62
P68106,OK,True,5,107,"1C9H, 4C02, 4IQ2, 4IQC, 5HKG","5L1D, 5T15, 5T9M, 5T9N, 5T9R, 5T9S, 5T9V, 5TA3, 5TAL, 5TAM"
P63165,OK,True,47,1,"1TGZ, 1WYW, 1Y8R, 1Z5S, 2BF8, 2G4D, 2IO2, 2IY0, 2IY1, 2PE6",9B62
O14980,OK,True,7,1,"1W9C, 3GB8, 4BSM, 4BSN, 5DIS, 6TVO, 7B51",9B62
P0DP92,OK,True,6,3,"6YAR, 6YAY, 6YB3, 6YB5, 6YBB, 6YBU","9FNN, 9FP0, 9FP2"
P63092,OK,True,7,340,"5G53, 6AU6, 6E67, 6EG8, 7BPH, 7E5E, 7JOZ","5UZ7, 5VAI, 6B3J, 6E3Y, 6GDG, 6LI3, 6LMK, 6LPB, 6M1H, 6M1I"
P08980,OK,True,1,6,1RFS,"6RQF, 7QRM, 7ZYV, 9ES7, 9ES8, 9ES9"
P37659,OK,True,2,5,"6PCZ, 6PD0","9B8V, 9FMV, 9FMZ, 9FNN, 9FP0"
P0ADJ3,OK,True,6,3,"6YAR, 6YAY, 6YB3, 6YB5, 6YBB, 6YBU","9FNN, 9FP0, 9FP2"
P37657,OK,True,3,4,"6TJ0, 6YBB, 6YBU","9FNN, 9FO7, 9FP0, 9FP2"
P63212,OK,True,24,153,"1GG2, 1GP2, 1OMW, 1XHM, 2BCJ, 3AH8, 3CIK, 3KRW, 3KRX, 3PSC","5VAI, 6CMO, 6LPB, 6NBF, 6NBH, 6NBI, 6PCV, 7BW0, 7BZ2, 7CZ5"
P01270,OK,True,3,11,"1ET1, 3C4M, 8T5F","7VVK, 7VVL, 7VVM, 7VVN, 7VVO, 7Y36, 8FLQ, 8HA0, 8HAO, 9JR2"
Q03431,OK,True,11,23,"3C4M, 3H3G, 3L2J, 4Z8J, 5EMB, 7UZO, 7UZP, 8BIA, 8BJ0, 8D51","6NBF, 6NBH, 6NBI, 7VVJ, 7VVK, 7VVL, 7VVM, 7VVN, 7VVO, 7Y35"
P43457,OK,True,4,1,"2BL2, 2CYD, 2DB4, 3AOU",8WCI
O30408,OK,True,1,3,6TA8,"9BFD, 9BFE, 9BFF"
P35367,OK,True,1,2,3RZE,"7DFL, 8YN2"
P40967,OK,True,13,6,"1TVB, 1TVH, 3CC5, 4IS6, 5EU3, 5EU4, 5EU5, 5EU6, 6VM7, 6VM8","7PHR, 9JST, 9JSU, 9JSV, 9JSW, 9JSX"
P09095,OK,True,5,3,"5N81, 5N82, 7YWJ, 7YWK, 9BFG","9BFD, 9BFE, 9BFF"
P0AG30,OK,True,16,33,"1A62, 1A8V, 1PV4, 1PVO, 1XPO, 1XPR, 1XPU, 2A8V, 2HT1, 3ICE","6XAS, 6XAV, 6Z9P, 6Z9Q, 6Z9R, 6Z9S, 6Z9T, 7ADB, 7ADC, 7ADD"
P21404,OK,True,1,1,1D4M,3J2J
P26039,OK,True,28,5,"1SJ7, 1SJ8, 1T01, 1Y19, 1ZW3, 2QDQ, 2X0C, 3DYJ, 3IVF, 3S90","8VDO, 8VDP, 8VDQ, 8VDR, 9AZ6"
D7RIG0,OK,True,9,1,"8CMB, 8CMC, 8CMD, 8CME, 8CMF, 8CMG, 8CMH, 8CMI, 9BF9",8VSJ
Q48898,OK,True,4,1,"1R5I, 2ICW, 2OJE, 3KPH",8VSJ
P01903,OK,True,135,2,"1A6A, 1AQD, 1BX2, 1D5M, 1D5X, 1D5Z, 1D6E, 1DLH, 1FV1, 1FYT","8VRW, 8VSJ"
P04233,OK,True,18,3,"1A6A, 1ICF, 1MUJ, 3PDO, 3PGC, 3PGD, 3QXA, 3QXD, 4AEN, 4AH2","8VRW, 8VSJ, 8VSP"
P05067,OK,True,102,60,"1AAP, 1BRC, 1CA0, 1MWP, 1TAW, 1X11, 1ZJD, 2FJZ, 2FK1, 2FK2","5AEF, 5OQV, 5VOS, 6IYC, 6NB9, 6O4J, 6OIZ, 6SHS, 6XOV, 7F29"
O75084,OK,True,8,4,"4Z33, 5T44, 5URV, 5WBS, 6NE2, 6NE4, 6O3A, 6O3B","8QEO, 8YY8, 9EPO, 9EW2"
P04037,OK,True,1,11,1HR8,"6GIQ, 6HU9, 6T0B, 6T15, 6YMX, 6YMY, 7Z10, 8DH6, 8E7S, 8EC0"
P49736,OK,True,11,19,"4UUZ, 5BNV, 5BNX, 5BO0, 5C3I, 5JA4, 6YA7, 7CIZ, 7CJ0, 8YJF","6XTX, 6XTY, 7PFO, 7PLO, 7W1Y, 7W68, 8B9D, 8RWV, 8S09, 8S0A"
P41180,OK,True,4,27,"5FBH, 5FBK, 5K5S, 5K5T","7DTT, 7DTU, 7DTV, 7DTW, 7E6T, 7E6U, 7M3E, 7M3F, 7M3G, 7M3J"
Q8TDS4,OK,True,2,33,"7ZL9, 7ZLY","7XK2, 8H2G, 8I7V, 8I7W, 8IHB, 8IHF, 8IHH, 8IHI, 8IJ3, 8IJA"
P0ABZ6,OK,True,4,9,"1M5Y, 2PV1, 2PV2, 2PV3","8PZ1, 8PZ2, 8PZU, 8PZV, 8Q0G, 8QP5, 8QPU, 8QPV, 8QPW"
P0A7J7,OK,True,45,255,"4U1U, 4U1V, 4U20, 4U24, 4U25, 4U26, 4U27, 4V4H, 4V4Q, 4V50","1EG0, 1MJ1, 1ML5, 2J28, 2RDO, 3DEG, 3EP2, 3EQ3, 3EQ4, 3J0D"
P60844,OK,True,9,1,"1RC2, 2ABM, 2O9D, 2O9E, 2O9F, 2O9G, 3NK5, 3NKA, 3NKC",8UY6
P24300,OK,True,111,3,"1GW9, 1MNZ, 1O1H, 1OAD, 1XIB, 1XIC, 1XID, 1XIE, 1XIF, 1XIG","6VRS, 9GRD, 9GRE"
A0A346FJ89,OK,True,1,6,9IMJ,"8YLU, 8YO1, 8YO5, 8YO7, 8YOD, 8YON"
P07012,OK,True,3,24,"1GQE, 5CZP, 5DFE","1MI6, 1ML5, 5H5U, 5MDV, 5MDW, 5MGP, 5U4I, 5U4J, 5U9F, 5U9G"
P69786,OK,True,2,2,"3BP3, 3BP8","8QSR, 8QST"
P08669,OK,True,6,5,"4ZJF, 5OMI, 5VK2, 6JGY, 6P91, 6P95","5FT2, 7PUY, 7PVD, 7SGD, 7SGF"
I6X811,OK,True,3,4,"6E3D, 6E4D, 7JLS","8WD9, 8WDA, 8WDB, 8XFC"
A0A372LQN7,OK,True,1,2,8UIU,"8URC, 8URD"
P0C9C2,OK,True,1,3,8YIK,"8YGE, 8YGG, 8YGH"
P43220,OK,True,14,38,"3C59, 3C5T, 3IOL, 4ZGM, 5E94, 5NX2, 5OTT, 5OTU, 5OTV, 5OTW","6B3J, 6ORV, 6VCB, 6X18, 6X19, 6X1A, 6XOX, 7C2E, 7DUQ, 7DUR"
C3TPN2,OK,True,1,16,6LKQ,"6YSR, 6YSS, 6YST, 6YSU, 7CPJ, 7NWT, 7PJS, 7PJT, 7PJW, 7PJX"
A0A037Y8L6,OK,True,1,21,6LKQ,"7CPJ, 8UPO, 8UPR, 8UQL, 8UQM, 8UQP, 8UR0, 8URH, 8URI, 8URX"
A0A5C9AJ78,OK,True,1,1,6LKQ,9AX8
A0A090BZT4,OK,True,1,1,6LKQ,9AX8
P28472,OK,True,3,28,"4COF, 5O8F, 5OJM","6A96, 6HUG, 6HUJ, 6HUK, 6HUO, 6HUP, 6I53, 6QFA, 7PBD, 7PBZ"
P14867,OK,True,2,44,"6CDU, 6D1S","6D6T, 6D6U, 6HUG, 6HUJ, 6HUK, 6HUO, 6HUP, 6I53, 6X3S, 6X3T"
P00488,OK,True,13,2,"1EVU, 1EX0, 1F13, 1FIE, 1GGT, 1GGU, 1GGY, 1QRK, 4KTY, 5MHL","8CMT, 8CMU"
Q5V8Y6,OK,True,11,20,"4WRT, 4WSA, 5EPI, 5FMZ, 5M3J, 5MSG, 6QCV, 6QCW, 6QCX, 7Z42","6F5O, 6QCS, 6QCT, 6T0W, 7R1F, 8BDR, 8BE0, 8BF5, 8RN1, 8RN2"
Q05778,OK,True,1,7,4G4S,"7LS6, 7LSX, 8RVL, 8RVO, 8RVP, 8T08, 8U6Y"
X5F427,OK,True,2,16,"6TU5, 7Z4O","7QTL, 7R0E, 7ZPL, 7ZPM, 8BEK, 8PM0, 8PNP, 8PNQ, 8POH, 8R3K"
M9TI86,OK,True,2,16,"6TU5, 7Z4O","7QTL, 7R0E, 7ZPL, 7ZPM, 8BEK, 8PM0, 8PNP, 8PNQ, 8POH, 8R3K"
Q2N0S6,OK,True,40,161,"4NCO, 4ZMJ, 5C7K, 5CEZ, 5CJX, 5D9Q, 5FYL, 5I8H, 5JS9, 5JSA","3J5M, 5ACO, 5THR, 5U1F, 5V8L, 5V8M, 5VIY, 5VJ6, 6CUE, 6CUF"
P26012,OK,True,2,9,"6OM1, 6OM2","6DJP, 6UJA, 6UJB, 6UJC, 7Y1T, 8TCF, 8VS6, 8VSD, 9IND"
Q5V8X3,OK,True,13,20,"4WRT, 4WSA, 5EPI, 5FML, 5FMZ, 5M3J, 5MSG, 6EUX, 6QCV, 6QCW","6F5O, 6QCS, 6QCT, 6T0W, 7R1F, 8BDR, 8BE0, 8BF5, 8RN1, 8RN2"
Q5V8Z9,OK,True,15,20,"4WRT, 4WSA, 5EPI, 5FML, 5FMZ, 5M3J, 5MSG, 6FS8, 6FS9, 6FSB","6F5O, 6QCS, 6QCT, 6T0W, 7R1F, 8BDR, 8BE0, 8BF5, 8RN1, 8RN2"
P23724,OK,True,298,39,"1FNT, 1G0U, 1G65, 1JD2, 1RYP, 1Z7Q, 2F16, 2FAK, 2GPL, 2ZCY","3JCO, 3JCP, 4CR2, 4CR3, 4CR4, 5A5B, 5MP9, 5MPA, 5MPB, 5MPC"
P38624,OK,True,298,39,"1FNT, 1G0U, 1G65, 1JD2, 1RYP, 1Z7Q, 2F16, 2FAK, 2GPL, 2ZCY","3JCO, 3JCP, 4CR2, 4CR3, 4CR4, 5A5B, 5MP9, 5MPA, 5MPB, 5MPC"
P37840,OK,True,16,137,"2X6M, 3Q25, 3Q26, 3Q27, 3Q28, 3Q29, 4R0U, 4R0W, 4RIK, 5CRW","4RIL, 4ZNN, 6A6B, 6CU7, 6CU8, 6H6B, 6L1T, 6L1U, 6L4S, 6LRQ"
P30656,OK,True,297,39,"1FNT, 1G0U, 1G65, 1JD2, 1RYP, 1Z7Q, 2F16, 2FAK, 2GPL, 2ZCY","3JCO, 3JCP, 4CR2, 4CR3, 4CR4, 5A5B, 5MP9, 5MPA, 5MPB, 5MPC"
P36040,OK,True,1,7,4G4S,"7LS6, 7LSX, 8RVL, 8RVO, 8RVP, 8T08, 8U6Y"
P30657,OK,True,298,39,"1FNT, 1G0U, 1G65, 1JD2, 1RYP, 1Z7Q, 2F16, 2FAK, 2GPL, 2ZCY","3JCO, 3JCP, 4CR2, 4CR3, 4CR4, 5A5B, 5MP9, 5MPA, 5MPB, 5MPC"
L0HR89,OK,True,4,2,"4O5N, 6NS9, 6NSA, 6NSB","7KC1, 8TX3"
Q9Y6K1,OK,True,22,4,"2QRV, 3A1A, 3A1B, 3LLR, 3SVM, 4QBQ, 4QBR, 4QBS, 4U7P, 4U7T","6PA7, 8QZM, 8U5H, 8UW1"
P10600,OK,True,8,3,"1KTZ, 1TGJ, 1TGK, 2PJY, 3EO1, 4UM9, 8V52, 9B9F","8VS6, 8VSB, 9FK5"
P17501,OK,True,1,2,3DUZ,"8YG6, 8YG8"
Q14392,OK,True,1,4,6GFF,"8C7H, 8VSB, 8VSC, 8VSD"
Q8RUT8,OK,True,12,2,"3UG9, 4YZI, 6EID, 6EIG, 7C86, 7E6X, 7E6Y, 7E6Z, 7E70, 7E71","8ZAM, 8ZAN"
Q07864,OK,True,1,11,5VBN,"7PFO, 7PLO, 9B8S, 9B8T, 9F6D, 9F6E, 9F6F, 9F6I, 9F6J, 9F6K"
Q99ZW2,OK,True,60,50,"4CMP, 4CMQ, 4OO8, 4UN3, 4UN4, 4UN5, 4ZT0, 4ZT9, 5B2R, 5B2S","5VZL, 5Y36, 6O0X, 6O0Y, 6O0Z, 6VPC, 7S36, 7S37, 7S38, 7S3H"
P12004,OK,True,49,42,"1AXC, 1U76, 1U7B, 1UL1, 1VYJ, 1VYM, 1W60, 2ZVK, 2ZVL, 2ZVM","3JA9, 6S1M, 6S1N, 6S1O, 6TNY, 6TNZ, 6VVO, 7NV0, 7NV1, 7QNZ"
P08913,OK,True,2,9,"6KUX, 6KUY","6K42, 7EJ0, 7EJ8, 7EJA, 7EJK, 7W6P, 7W7E, 9CBL, 9CBM"
P0AES6,OK,True,57,14,"1AJ6, 1EI1, 1KZN, 3G7E, 3NUH, 4DUH, 4HYP, 4KFG, 4PRV, 4PRX","6RKS, 6RKU, 6RKV, 6RKW, 7Z9C, 7Z9G, 7Z9K, 7Z9M, 8QDX, 8QQI"
P00720,OK,True,748,11,"102L, 103L, 104L, 107L, 108L, 109L, 110L, 111L, 112L, 113L","7MI3, 7MI6, 7MI8, 8DCR, 8DCS, 8EIT, 8THK, 8THL, 8YIC, 9CBL"
Q92959,OK,True,1,3,3MRR,"8KGI, 8KGV, 8KGW"
P10824,OK,True,38,6,"1AGR, 1AS0, 1AS2, 1AS3, 1BH2, 1BOF, 1CIP, 1FQJ, 1FQK, 1GDD","6UKT, 6VMS, 7S0F, 7S0G, 9CBL, 9CBM"
P00883,OK,True,30,14,"1ADO, 1EWD, 1EWE, 1EX5, 1J4E, 1ZAH, 1ZAI, 1ZAJ, 1ZAL, 2OT0","5VY5, 6MWQ, 6V20, 7K9L, 7K9X, 7KA2, 7KA3, 7KA4, 7VDC, 8EHG"
Q96QE5,OK,True,3,4,"5OL8, 5OL9, 5OLA","8U8U, 8U8V, 9BDC, 9BDD"
P0AEX9,OK,True,369,86,"1A7L, 1ANF, 1DMB, 1EZ9, 1FQA, 1FQB, 1FQC, 1FQD, 1HSJ, 1IUD","3J9P, 5LDF, 6BUZ, 6P6W, 6YSN, 7BXT, 7BY0, 7DD9, 7DDE, 7JHG"
P0AES4,OK,True,6,14,"1AB4, 1X75, 1ZI0, 2Y3P, 3NUH, 4ELY","6RKS, 6RKU, 6RKV, 6RKW, 7Z9C, 7Z9G, 7Z9K, 7Z9M, 8QDX, 8QQI"
Q9NPG1,OK,True,1,3,8Q7O,"8JHC, 8JHI, 8QW4"
O00411,OK,True,5,8,"3SPA, 4BOC, 5OLA, 6ERP, 6ERQ","7A8P, 7PZP, 7PZR, 7ZC4, 8U8U, 8U8V, 9BDC, 9BDD"
P49643,OK,True,12,10,"3L9Q, 3Q36, 4BPU, 4BPW, 4BPX, 4RR2, 5DQO, 5EXR, 5F0Q, 5F0S","7OPL, 7U5C, 8B9D, 8D0B, 8D0K, 8D96, 8D9D, 8QJ7, 8VY3, 9C8V"
P09884,OK,True,7,11,"4Q5V, 4QCL, 4Y97, 5EXR, 5IUD, 6AS7, 7N2M","7OPL, 7U5C, 8B9D, 8D0B, 8D0K, 8D96, 8D9D, 8QJ7, 8VY3, 9C8V"
Q14181,OK,True,3,9,"4E2I, 4Y97, 5EXR","7OPL, 7U5C, 8B9D, 8D0B, 8D0K, 8D9D, 8QJ7, 8VY3, 9C8V"
P22776,OK,True,1,7,7EMD,"6KU9, 6L2T, 8Y3O, 8Y3P, 8Y3Q, 8Y3R, 8ZL9"
P49642,OK,True,14,9,"4BPU, 4BPW, 4BPX, 4LIK, 4LIL, 4MHQ, 4RR2, 5EXR, 6R4S, 6R4T","7OPL, 7U5C, 8B9D, 8D0B, 8D0K, 8D9D, 8QJ7, 8VY3, 9C8V"
Q9HWR3,OK,True,7,2,"3C2W, 3G6O, 3IBR, 3NHQ, 3NOP, 3NOT, 3NOU","9EUT, 9EUY"
Q9NRR4,OK,True,1,9,5B16,"6LXD, 6LXE, 6V5B, 6V5C, 9ASM, 9ASN, 9ASO, 9ASP, 9ASQ"
Q8WYQ5,OK,True,4,9,"2YT4, 3LE4, 5B16, 7CNC","6LXD, 6LXE, 6V5B, 6V5C, 9ASM, 9ASN, 9ASO, 9ASP, 9ASQ"
P56373,OK,True,12,1,"5SVJ, 5SVK, 5SVL, 5SVM, 5SVP, 5SVQ, 5SVR, 5SVS, 5SVT, 5YVE",9IK1
Q53EL6,OK,True,3,5,"2RG8, 2ZU6, 3EIJ","8XXL, 8XXM, 8XXN, 9BKD, 9BLN"
O94782,OK,True,3,9,"6DO5, 7AY0, 7AY2","7AY1, 7ZH3, 7ZH4, 8A9J, 8A9K, 9EBS, 9FCI, 9FCJ, 9HNW"
P67883,OK,True,2,2,"6KVM, 8JR4","8Q7Z, 8Q87"
G1TFM5,OK,True,3,85,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5LZS, 5LZT, 5LZU, 5LZV, 5LZW"
G1TPG3,OK,True,3,92,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
B7NZS8,OK,True,3,91,"4KZX, 4KZY, 4KZZ","3JAG, 3JAH, 3JAI, 4D5L, 4D61, 5K0Y, 5LZS, 5LZT, 5LZU, 5LZV"
O95544,OK,True,1,4,3PFN,"8KGC, 9CR3, 9CR4, 9CRA"
A0A0D6GJV1,OK,True,5,4,"7KAV, 7KAW, 7KAX, 7KAY, 7KAZ","8UR3, 8UR6, 8UR8, 9AXE"
Q0T963,OK,True,2,2,"5J43, 5J5V","8ZYC, 8ZYD"
P0ABK5,OK,True,2,2,"5J43, 5J5V","8ZYC, 8ZYD"
Q9H2F5,OK,True,1,6,6NFX,"8QR1, 8XVG, 8XVT, 9C57, 9C62, 9C6N"
Q9Y230,OK,True,4,20,"2XSZ, 3UK6, 6H7X, 6K0R","5OAF, 6FO1, 6HTS, 6IGM, 6QI8, 6QI9, 7AHO, 7OLE, 7P6X, 7ZI4"
Q9Y265,OK,True,3,20,"2C9O, 2XSZ, 6K0R","5OAF, 6FO1, 6HTS, 6IGM, 6QI8, 6QI9, 7AHO, 7OLE, 7P6X, 7ZI4"
Q9NPF5,OK,True,2,9,"3HM5, 4IEJ","8QR1, 8X15, 8X19, 8X1C, 8XVG, 8XVT, 9C57, 9C62, 9C6N"
Q15906,OK,True,1,8,5FUG,"8QR1, 8X15, 8X19, 8X1C, 8XVG, 8XVT, 9C57, 9C62"
P60709,OK,True,19,37,"3D2U, 6ICT, 6ICV, 6MBJ, 6MBK, 6MBL, 6NBW, 6OX0, 6OX1, 6OX2","3BYH, 3J82, 3LUE, 6ANU, 6LTJ, 7AS4, 7P1H, 7QJ6, 7QJ9, 7VDV"
P04896,OK,True,18,27,"1AZS, 1AZT, 1CJK, 1CJT, 1CJU, 1CJV, 1CS4, 1CUL, 1TL7, 1U0H","6NBF, 6NBH, 6NBI, 6R3Q, 6R4O, 6R4P, 7D68, 7DTY, 7EQ1, 7FIM"
Q8JUX6,OK,True,146,15,"3GPG, 3GPO, 3GPQ, 3TRK, 4TU0, 6VUQ, 6W7H, 6W8K, 6W8M, 6W8Q","6Z0U, 6Z0V, 7DOP, 7FGG, 7FGH, 7FGI, 7X01, 8AOV, 8AOW, 8AOX"
Q9UBQ5,OK,True,1,22,1RZ4,"3J8B, 3J8C, 6FEC, 6YBD, 6ZMW, 6ZON, 6ZP4, 6ZVJ, 7A09, 7QP6"
Q8NER1,OK,True,1,6,6L93,"8GF8, 8GF9, 8GFA, 8JQR, 8X94, 8YCP"
P47813,OK,True,3,21,"3ZJY, 4KZY, 4KZZ","6YBW, 6ZMW, 6ZP4, 7A09, 7QP6, 7QP7, 7SYQ, 7SYR, 7SYS, 7SYV"
P59594,OK,True,32,46,"1WNC, 1WYY, 1ZV7, 1ZV8, 1ZVA, 1ZVB, 2AJF, 2BEQ, 2BEZ, 2DD8","5WRG, 5X58, 5X5B, 5XLR, 6ACC, 6ACD, 6ACG, 6ACJ, 6ACK, 6CRV"
